category,category_label,id,term,src_table
01_character,角色名称,Student.10000,아루,students.json
01_character,角色名称,Student.10001,에이미,students.json
01_character,角色名称,Student.10002,하루나,students.json
01_character,角色名称,Student.10003,히후미,students.json
01_character,角色名称,Student.10004,히나,students.json
01_character,角色名称,Student.10005,호시노,students.json
01_character,角色名称,Student.10006,이오리,students.json
01_character,角色名称,Student.10007,마키,students.json
01_character,角色名称,Student.10008,네루,students.json
01_character,角色名称,Student.10009,이즈미,students.json
01_character,角色名称,Student.10010,시로코,students.json
01_character,角色名称,Student.10011,슌,students.json
01_character,角色名称,Student.10012,스미레,students.json
01_character,角色名称,Student.10013,츠루기,students.json
01_character,角色名称,Student.10014,이즈나,students.json
01_character,角色名称,Student.10015,아리스,students.json
01_character,角色名称,Student.10016,미도리,students.json
01_character,角色名称,Student.10017,체리노,students.json
01_character,角色名称,Student.10018,유즈,students.json
01_character,角色名称,Student.10019,아즈사,students.json
01_character,角色名称,Student.10020,코하루,students.json
01_character,角色名称,Student.10021,아즈사(수영복),students.json
01_character,角色名称,Student.10022,히나(수영복),students.json
01_character,角色名称,Student.10023,이오리(수영복),students.json
01_character,角色名称,Student.10024,시로코(라이딩),students.json
01_character,角色名称,Student.10025,슌(어린이),students.json
01_character,角色名称,Student.10026,네루(바니걸),students.json
01_character,角色名称,Student.10027,카린(바니걸),students.json
01_character,角色名称,Student.10028,아스나(바니걸),students.json
01_character,角色名称,Student.10029,나츠,students.json
01_character,角色名称,Student.10030,치나츠(온천),students.json
01_character,角色名称,Student.10031,아루(새해),students.json
01_character,角色名称,Student.10032,무츠키(새해),students.json
01_character,角色名称,Student.10033,와카모,students.json
01_character,角色名称,Student.10034,미모리,students.json
01_character,角色名称,Student.10035,우이,students.json
01_character,角色名称,Student.10036,히나타,students.json
01_character,角色名称,Student.10037,마리나,students.json
01_character,角色名称,Student.10038,미야코,students.json
01_character,角色名称,Student.10039,미유,students.json
01_character,角色名称,Student.10040,츠쿠요,students.json
01_character,角色名称,Student.10041,미사키,students.json
01_character,角色名称,Student.10042,아츠코,students.json
01_character,角色名称,Student.10043,와카모(수영복),students.json
01_character,角色名称,Student.10044,노노미(수영복),students.json
01_character,角色名称,Student.10045,호시노(수영복),students.json
01_character,角色名称,Student.10046,이즈나(수영복),students.json
01_character,角色名称,Student.10047,치세(수영복),students.json
01_character,角色名称,Student.10048,사오리,students.json
01_character,角色名称,Student.10049,카즈사,students.json
01_character,角色名称,Student.10050,코코나,students.json
01_character,角色名称,Student.10051,우타하(응원단),students.json
01_character,角色名称,Student.10052,노아,students.json
01_character,角色名称,Student.10053,유우카(체육복),students.json
01_character,角色名称,Student.10054,마리(체육복),students.json
01_character,角色名称,Student.10055,시구레,students.json
01_character,角色名称,Student.10056,세리나(크리스마스),students.json
01_character,角色名称,Student.10057,하루나(새해),students.json
01_character,角色名称,Student.10058,미네,students.json
01_character,角色名称,Student.10059,미카,students.json
01_character,角色名称,Student.10060,메구,students.json
01_character,角色名称,Student.10061,사쿠라코,students.json
01_character,角色名称,Student.10062,토키,students.json
01_character,角色名称,Student.10063,코유키,students.json
01_character,角色名称,Student.10064,카요코(새해),students.json
01_character,角色名称,Student.10065,카호,students.json
01_character,角色名称,Student.10066,아리스(메이드),students.json
01_character,角色名称,Student.10067,토키(바니걸),students.json
01_character,角色名称,Student.10068,레이사,students.json
01_character,角色名称,Student.10069,루미,students.json
01_character,角色名称,Student.10070,미나,students.json
01_character,角色名称,Student.10071,미야코(수영복),students.json
01_character,角色名称,Student.10072,사키(수영복),students.json
01_character,角色名称,Student.10073,우이(수영복),students.json
01_character,角色名称,Student.10074,하나코(수영복),students.json
01_character,角色名称,Student.10075,메루,students.json
01_character,角色名称,Student.10076,코토리(응원단),students.json
01_character,角色名称,Student.10077,이치카,students.json
01_character,角色名称,Student.10078,카스미,students.json
01_character,角色名称,Student.10079,미사카 미코토,students.json
01_character,角色名称,Student.10080,쇼쿠호 미사키,students.json
01_character,角色名称,Student.10081,유카리,students.json
01_character,角色名称,Student.10082,렌게,students.json
01_character,角色名称,Student.10083,키쿄,students.json
01_character,角色名称,Student.10084,코타마(캠핑),students.json
01_character,角色名称,Student.10085,하레(캠핑),students.json
01_character,角色名称,Student.10086,히나(드레스),students.json
01_character,角色名称,Student.10087,아코(드레스),students.json
01_character,角色名称,Student.10088,카요코(드레스),students.json
01_character,角色名称,Student.10089,아루(드레스),students.json
01_character,角色名称,Student.10090,우미카,students.json
01_character,角色名称,Student.10091,카즈사(밴드),students.json
01_character,角色名称,Student.10092,요시미(밴드),students.json
01_character,角色名称,Student.10093,키라라,students.json
01_character,角色名称,Student.10094,모모이(메이드),students.json
01_character,角色名称,Student.10095,미도리(메이드),students.json
01_character,角色名称,Student.10096,칸나(수영복),students.json
01_character,角色名称,Student.10097,모에(수영복),students.json
01_character,角色名称,Student.10098,호시노(무장),students.json
01_character,角色名称,Student.10100,시로코*테러,students.json
01_character,角色名称,Student.10101,사오리(수영복),students.json
01_character,角色名称,Student.10102,히요리(수영복),students.json
01_character,角色名称,Student.10103,마리나(치파오),students.json
01_character,角色名称,Student.10104,레이죠,students.json
01_character,角色名称,Student.10105,마리(아이돌),students.json
01_character,角色名称,Student.10106,사쿠라코(아이돌),students.json
01_character,角色名称,Student.10107,치아키,students.json
01_character,角色名称,Student.10108,유우카(파자마),students.json
01_character,角色名称,Student.10109,노아(파자마),students.json
01_character,角色名称,Student.13000,아카네,students.json
01_character,角色名称,Student.13001,치세,students.json
01_character,角色名称,Student.13002,아카리,students.json
01_character,角色名称,Student.13003,하스미,students.json
01_character,角色名称,Student.13004,노노미,students.json
01_character,角色名称,Student.13005,카요코,students.json
01_character,角色名称,Student.13006,무츠키,students.json
01_character,角色名称,Student.13007,준코,students.json
01_character,角色名称,Student.13008,세리카,students.json
01_character,角色名称,Student.13009,츠바키,students.json
01_character,角色名称,Student.13010,유우카,students.json
01_character,角色名称,Student.13011,모모이,students.json
01_character,角色名称,Student.13012,키리노,students.json
01_character,角色名称,Student.13013,모미지,students.json
01_character,角色名称,Student.16000,하루카,students.json
01_character,角色名称,Student.16001,아스나,students.json
01_character,角色名称,Student.16002,코토리,students.json
01_character,角色名称,Student.16003,스즈미,students.json
01_character,角色名称,Student.16004,피나,students.json
01_character,角色名称,Student.16005,츠루기(수영복),students.json
01_character,角色名称,Student.16006,이즈미(수영복),students.json
01_character,角色名称,Student.16007,토모에,students.json
01_character,角色名称,Student.16008,후부키,students.json
01_character,角色名称,Student.16009,미치루,students.json
01_character,角色名称,Student.16010,히비키(응원단),students.json
01_character,角色名称,Student.16011,하스미(체육복),students.json
01_character,角色名称,Student.16012,준코(새해),students.json
01_character,角色名称,Student.16013,코하루(수영복),students.json
01_character,角色名称,Student.16014,이부키,students.json
01_character,角色名称,Student.16015,아이리(밴드),students.json
01_character,角色名称,Student.16016,미네(아이돌),students.json
01_character,角色名称,Student.20000,히비키,students.json
01_character,角色名称,Student.20001,카린,students.json
01_character,角色名称,Student.20002,사야,students.json
01_character,角色名称,Student.20003,마시로,students.json
01_character,角色名称,Student.20004,마시로(수영복),students.json
01_character,角色名称,Student.20005,히후미(수영복),students.json
01_character,角色名称,Student.20006,사야(사복),students.json
01_character,角色名称,Student.20007,하츠네 미쿠,students.json
01_character,角色名称,Student.20008,아코,students.json
01_character,角色名称,Student.20009,체리노(온천),students.json
01_character,角色名称,Student.20010,노도카(온천),students.json
01_character,角色名称,Student.20011,세리카(새해),students.json
01_character,角色名称,Student.20012,세나,students.json
01_character,角色名称,Student.20013,치히로,students.json
01_character,角色名称,Student.20014,사키,students.json
01_character,角色名称,Student.20015,카에데,students.json
01_character,角色名称,Student.20016,이로하,students.json
01_character,角色名称,Student.20017,히요리,students.json
01_character,角色名称,Student.20018,모에,students.json
01_character,角色名称,Student.20019,아카네(바니걸),students.json
01_character,角色名称,Student.20020,히마리,students.json
01_character,角色名称,Student.20021,하나에(크리스마스),students.json
01_character,角色名称,Student.20022,후우카(새해),students.json
01_character,角色名称,Student.20023,칸나,students.json
01_character,角色名称,Student.20024,나기사,students.json
01_character,角色名称,Student.20025,하루카(새해),students.json
01_character,角色名称,Student.20026,미노리,students.json
01_character,角色名称,Student.20027,시로코(수영복),students.json
01_character,角色名称,Student.20028,히나타(수영복),students.json
01_character,角色名称,Student.20029,미모리(수영복),students.json
