category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
09_scenario_character,剧情角色,ScenarioCharacter.2746145574,？？？,？？？,,,???,,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.4200835236,日富美,ヒフミ,日步美,Hifumi,히후미,ฮิฟุมิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.441802792,浮士德,ファウスト,,,파우스트,,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.3100860019,好美,ヨシミ,喜美,Yoshimi,요시미,โยชิมิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.3571276574,莲见,ハスミ,蓮實,Hasumi,하스미,ฮาสุมิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1962462585,志美子,シミコ,志美子,Shimiko,시미코,ชิมิโกะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.667578093,芹娜,セリナ,芹奈,Serina,세리나,เซรินะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.912463881,花江,ハナエ,花繪,Hanae,하나에,ฮานาเอะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1034441153,铃美,スズミ,鈴美,Suzumi,스즈미,สึซึมิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.703456608,日奈,ヒナ,陽奈,Hina,히나,ฮินะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.2071829941,亚子,アコ,亞子,Ako,아코,อาโกะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.792267831,伊织,イオリ,伊織,Iori,이오리,อิโอริ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1867911819,千夏,チナツ,千夏,Chinatsu,치나츠,ชินัตสึ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.2605947624,明里,アカリ,亞伽里,Akari,아카리,อาคาริ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1596498697,晴奈,ハルナ,羽留奈,Haruna,하루나,ฮารุนะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.411960130,纯子,ジュンコ,淳子,Junko,준코,จุนโกะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1296162541,泉,イズミ,泉,Izumi,이즈미,อิซุมิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.519823036,爱露,アル,亞瑠,Aru,아루,อารุ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.2554261549,睦月,ムツキ,無月,Mutsuki,무츠키,มุสึกิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.2649124164,佳代子,カヨコ,佳世子,Kayoko,카요코,คาโยโกะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.3974539255,春香,ハルカ,遙香,Haruka,하루카,ฮารุกะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.532452930,白子,シロコ,白子,Shiroko,시로코,ชิโรโกะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1089369137,芹香,セリカ,茜香,Serika,세리카,เซริกะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.85542774,星野,ホシノ,星野,Hoshino,호시노,โฮชิโนะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.3545855058,野宫,ノノミ,野乃美,Nonomi,노노미,โนโนมิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.2615847832,绫音,アヤネ,綾音,Ayane,아야네,อายาเนะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.2510891413,琴里,コトリ,亞都梨,Kotori,코토리,โคโทริ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.3178657986,艾米,エイミ,英美,Eimi,에이미,เอมิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1491222734,小玉,コタマ,小玉,Kotama,코타마,โคทามะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.3660500344,晴,ハレ,晴,Hare,하레,ฮาเระ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.4079356321,明日奈,アスナ,明日奈,Asuna,아스나,อาสึนะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1872351598,茜,アカネ,朱音,Akane,아카네,อาคาเนะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.4220213473,花凛,カリン,花凛,Karin,카린,คาริน,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.3431605305,妮露,ネル,寧瑠,Neru,네루,เนรุ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.4099878918,千世,チセ,知世,Chise,치세,ชิเซะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1248515008,菲娜,フィーナ,菲娜,Pina,피나,พีน่า,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1000412715,椿,ツバキ,椿,Tsubaki,츠바키,สึบากิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1439131314,鹤城,ツルギ,弦生,Tsurugi,츠루기,ซึรุกิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1191856242,爱理,アイリ,愛莉,Airi,아이리,ไอริ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.397246838,和纱,カズサ,千紗,Kazusa,카즈사,คาซึสะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.2233358545,枫,カエデ,楓,Kaede,카에데,คาเอเดะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1411364443,渚,ナギサ,渚,Nagisa,나기사,นางิสะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.4220116446,泉奈,イズナ,伊樹菜,Izuna,이즈나,อิซุนะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1462847513,静子,シズコ,靜子,Shizuko,시즈코,ชิซุโกะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.2171824771,舞,マイ,,,마이,,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.158848695,风香,フウカ,風華,Fuuka,후우카,ฟูกะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.2138799070,真纪,マキ,真紀,Maki,마키,มากิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.3428376490,真白,マシロ,麻白,Mashiro,마시로,มาชิโระ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1995116401,响,ヒビキ,響,Hibiki,히비키,ฮิบิกิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1186588973,纱绫,サヤ,沙耶,Saya,사야,ซายะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.2818986153,瞬,シュン,旬,Shun,슌,ชุน,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.4283125014,优香,ユウカ,優香,Yuuka,유우카,ยูกะ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.3212921642,三森,ミモリ,三森,Mimori,미모리,มิโมริ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.1185701049,桃,モモイ,桃井,Momoi,모모이,โมโมอิ,ScenarioCharacterNameExcelTable.json
09_scenario_character,剧情角色,ScenarioCharacter.3176393215,朱莉,ジュリ,茱莉,Juri,주리,จูริ,ScenarioCharacterNameExcelTable.json
