category,category_label,id,term,src_table
01_character,角色名称,AffinityLevel.2068.1,魂の伴侶,AffinityLevel.json
01_character,角色名称,BoardNPC.173174.1,ヴェルナー&ヴェルジュ,BoardNPC.json
01_character,角色名称,BoardNPC.713503.1,ミスティ,BoardNPC.json
01_character,角色名称,BoardNPC.9102.1,ウィロー,BoardNPC.json
01_character,角色名称,BoardNPC.9131.1,ブロッチ,BoardNPC.json
01_character,角色名称,BoardNPC.9159.1,カナタ,BoardNPC.json
01_character,角色名称,BoardNPC.916402.1,イオリ,BoardNPC.json
01_character,角色名称,Character.103.1,コハク,Character.json
01_character,角色名称,Character.107.1,ティリア,Character.json
01_character,角色名称,Character.108.1,カシミラ,Character.json
01_character,角色名称,Character.110.1,フィレン,Character.json
01_character,角色名称,Character.111.1,アヤメ,Character.json
01_character,角色名称,Character.112.1,セイナ,Character.json
01_character,角色名称,Character.113.1,シーミャオ,Character.json
01_character,角色名称,Character.114.1,シャトン,Character.json
01_character,角色名称,Character.115.1,ホタル,Character.json
01_character,角色名称,Character.116.1,レイセン,Character.json
01_character,角色名称,Character.117.1,ジンリン,Character.json
01_character,角色名称,Character.118.1,クルニス,Character.json
01_character,角色名称,Character.119.1,ナノハ,Character.json
01_character,角色名称,Character.120.1,カナーチェ,Character.json
01_character,角色名称,Character.123.1,アンズ,Character.json
01_character,角色名称,Character.125.1,フリージア,Character.json
01_character,角色名称,Character.126.1,フローラ,Character.json
01_character,角色名称,Character.127.1,テレサ,Character.json
01_character,角色名称,Character.130.1,トーナ,Character.json
01_character,角色名称,Character.132.1,ミネルバ,Character.json
01_character,角色名称,Character.133.1,ナツカ,Character.json
01_character,角色名称,Character.134.1,フユカ,Character.json
01_character,角色名称,Character.135.1,ミスティ,Character.json
01_character,角色名称,Character.137.1,エレノア,Character.json
01_character,角色名称,Character.140.1,スパクル,Character.json
01_character,角色名称,Character.141.1,チーシア,Character.json
01_character,角色名称,Character.142.1,コゼット,Character.json
01_character,角色名称,Character.143.1,レイス,Character.json
01_character,角色名称,Character.144.1,チトセ,Character.json
01_character,角色名称,Character.145.1,オトハ,Character.json
01_character,角色名称,Character.147.1,キャラメル,Character.json
01_character,角色名称,Character.149.1,グレイ,Character.json
01_character,角色名称,Character.150.1,ラール,Character.json
01_character,角色名称,Character.155.1,シア,Character.json
01_character,角色名称,Character.156.1,ナズナ,Character.json
01_character,角色名称,Character.157.1,カリン,Character.json
01_character,角色名称,Character.158.1,ラール（聖夜）,Character.json
01_character,角色名称,Character.159.1,クルニス（華服）,Character.json
01_character,角色名称,Character.160.1,ウィロー（水着）,Character.json
01_character,角色名称,CharacterArchiveBaseInfo.10301.1,氏名,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10302.1,生年月日,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10303.1,所属,CharacterArchiveBaseInfo.json
