category,category_label,id,term,src_table
01_character,角色名称,Student.10000,爱露,students.json
01_character,角色名称,Student.10001,艾米,students.json
01_character,角色名称,Student.10002,晴奈,students.json
01_character,角色名称,Student.10003,日富美,students.json
01_character,角色名称,Student.10004,日奈,students.json
01_character,角色名称,Student.10005,星野,students.json
01_character,角色名称,Student.10006,伊织,students.json
01_character,角色名称,Student.10007,真纪,students.json
01_character,角色名称,Student.10008,妮露,students.json
01_character,角色名称,Student.10009,泉,students.json
01_character,角色名称,Student.10010,白子,students.json
01_character,角色名称,Student.10011,瞬,students.json
01_character,角色名称,Student.10012,堇,students.json
01_character,角色名称,Student.10013,鹤城,students.json
01_character,角色名称,Student.10014,泉奈,students.json
01_character,角色名称,Student.10015,爱丽丝,students.json
01_character,角色名称,Student.10016,绿,students.json
01_character,角色名称,Student.10017,切里诺,students.json
01_character,角色名称,Student.10018,柚子,students.json
01_character,角色名称,Student.10019,梓,students.json
01_character,角色名称,Student.10020,小春,students.json
01_character,角色名称,Student.10021,梓（泳装）,students.json
01_character,角色名称,Student.10022,日奈（泳装）,students.json
01_character,角色名称,Student.10023,伊织（泳装）,students.json
01_character,角色名称,Student.10024,白子（骑行）,students.json
01_character,角色名称,Student.10025,瞬（小）,students.json
01_character,角色名称,Student.10026,妮露（邦妮）,students.json
01_character,角色名称,Student.10027,花凛（邦妮）,students.json
01_character,角色名称,Student.10028,明日奈（邦妮）,students.json
01_character,角色名称,Student.10029,夏,students.json
01_character,角色名称,Student.10030,千夏（温泉）,students.json
01_character,角色名称,Student.10031,爱露（新年）,students.json
01_character,角色名称,Student.10032,睦月（新年）,students.json
01_character,角色名称,Student.10033,若藻,students.json
01_character,角色名称,Student.10034,三森,students.json
01_character,角色名称,Student.10035,忧,students.json
01_character,角色名称,Student.10036,日向,students.json
01_character,角色名称,Student.10037,真里奈,students.json
01_character,角色名称,Student.10038,宫子,students.json
01_character,角色名称,Student.10039,美游,students.json
01_character,角色名称,Student.10040,月咏,students.json
01_character,角色名称,Student.10041,美咲,students.json
01_character,角色名称,Student.10042,亚津子,students.json
01_character,角色名称,Student.10043,若藻（泳装）,students.json
01_character,角色名称,Student.10044,野宫（泳装）,students.json
01_character,角色名称,Student.10045,星野（泳装）,students.json
01_character,角色名称,Student.10046,泉奈（泳装）,students.json
01_character,角色名称,Student.10047,千世（泳装）,students.json
01_character,角色名称,Student.10048,纱织,students.json
01_character,角色名称,Student.10049,和纱,students.json
01_character,角色名称,Student.10050,心奈,students.json
01_character,角色名称,Student.10051,歌原（应援团）,students.json
01_character,角色名称,Student.10052,诺亚,students.json
01_character,角色名称,Student.10053,优香（体操服）,students.json
01_character,角色名称,Student.10054,玛丽（体操服）,students.json
01_character,角色名称,Student.10055,时雨,students.json
01_character,角色名称,Student.10056,芹娜（圣诞）,students.json
01_character,角色名称,Student.10057,晴奈（新年）,students.json
01_character,角色名称,Student.10058,美祢,students.json
01_character,角色名称,Student.10059,未花,students.json
01_character,角色名称,Student.10060,惠,students.json
01_character,角色名称,Student.10061,樱子,students.json
01_character,角色名称,Student.10062,时,students.json
01_character,角色名称,Student.10063,小雪,students.json
01_character,角色名称,Student.10064,佳代子（新年）,students.json
01_character,角色名称,Student.10065,果穗,students.json
01_character,角色名称,Student.10066,爱丽丝（女仆）,students.json
01_character,角色名称,Student.10067,时（兔女郎）,students.json
01_character,角色名称,Student.10068,玲纱,students.json
01_character,角色名称,Student.10069,流美,students.json
01_character,角色名称,Student.10070,弥奈,students.json
01_character,角色名称,Student.10071,宫子（泳装）,students.json
01_character,角色名称,Student.10072,咲（泳装）,students.json
01_character,角色名称,Student.10073,忧（泳装）,students.json
01_character,角色名称,Student.10074,花子（泳装）,students.json
01_character,角色名称,Student.10075,芽留,students.json
01_character,角色名称,Student.10076,琴里(应援团),students.json
01_character,角色名称,Student.10077,一花,students.json
01_character,角色名称,Student.10078,霞,students.json
01_character,角色名称,Student.10079,御坂美琴,students.json
01_character,角色名称,Student.10080,食蜂操祈,students.json
01_character,角色名称,Student.10081,紫草,students.json
01_character,角色名称,Student.10082,莲华,students.json
01_character,角色名称,Student.10083,桔梗,students.json
01_character,角色名称,Student.10084,小玉（露营）,students.json
01_character,角色名称,Student.10085,晴（露营）,students.json
01_character,角色名称,Student.10086,日奈（礼服）,students.json
01_character,角色名称,Student.10087,亚子（礼服）,students.json
01_character,角色名称,Student.10088,佳代子（礼服）,students.json
01_character,角色名称,Student.10089,阿露（礼服）,students.json
01_character,角色名称,Student.10090,海香,students.json
01_character,角色名称,Student.10091,和纱（乐队）,students.json
01_character,角色名称,Student.10092,好美（乐队）,students.json
01_character,角色名称,Student.10093,绮罗罗,students.json
01_character,角色名称,Student.10094,桃井（女仆）,students.json
01_character,角色名称,Student.10095,绿（女仆）,students.json
01_character,角色名称,Student.10096,环奈（泳装）,students.json
01_character,角色名称,Student.10097,萌绘（泳装）,students.json
01_character,角色名称,Student.10098,星野（临战）,students.json
01_character,角色名称,Student.10100,白子＊恐怖,students.json
01_character,角色名称,Student.10101,纱织（泳装）,students.json
01_character,角色名称,Student.10102,日和（泳装）,students.json
01_character,角色名称,Student.10103,玛利娜（旗袍）,students.json
01_character,角色名称,Student.10104,丽情,students.json
01_character,角色名称,Student.10105,玛丽（偶像）,students.json
01_character,角色名称,Student.10106,樱子（偶像）,students.json
01_character,角色名称,Student.10107,千秋,students.json
01_character,角色名称,Student.10108,优香（睡衣）,students.json
01_character,角色名称,Student.10109,诺亚（睡衣）,students.json
01_character,角色名称,Student.13000,茜,students.json
01_character,角色名称,Student.13001,千世,students.json
01_character,角色名称,Student.13002,明里,students.json
01_character,角色名称,Student.13003,莲见,students.json
01_character,角色名称,Student.13004,野宫,students.json
01_character,角色名称,Student.13005,佳代子,students.json
01_character,角色名称,Student.13006,睦月,students.json
01_character,角色名称,Student.13007,纯子,students.json
01_character,角色名称,Student.13008,芹香,students.json
01_character,角色名称,Student.13009,椿,students.json
01_character,角色名称,Student.13010,优香,students.json
01_character,角色名称,Student.13011,桃,students.json
01_character,角色名称,Student.13012,桐乃,students.json
01_character,角色名称,Student.13013,红叶,students.json
01_character,角色名称,Student.16000,春香,students.json
01_character,角色名称,Student.16001,明日奈,students.json
01_character,角色名称,Student.16002,琴里,students.json
01_character,角色名称,Student.16003,铃美,students.json
01_character,角色名称,Student.16004,菲娜,students.json
01_character,角色名称,Student.16005,鹤城（泳装）,students.json
01_character,角色名称,Student.16006,泉（泳装）,students.json
01_character,角色名称,Student.16007,巴,students.json
01_character,角色名称,Student.16008,吹雪,students.json
01_character,角色名称,Student.16009,满,students.json
01_character,角色名称,Student.16010,响（应援团）,students.json
01_character,角色名称,Student.16011,莲见（体操服）,students.json
01_character,角色名称,Student.16012,纯子（新年）,students.json
01_character,角色名称,Student.16013,小春（泳装）,students.json
01_character,角色名称,Student.16014,伊吹,students.json
01_character,角色名称,Student.16015,爱莉（乐队）,students.json
01_character,角色名称,Student.16016,美祢（偶像）,students.json
01_character,角色名称,Student.20000,响,students.json
01_character,角色名称,Student.20001,花凛,students.json
01_character,角色名称,Student.20002,纱绫,students.json
01_character,角色名称,Student.20003,真白,students.json
01_character,角色名称,Student.20004,真白（泳装）,students.json
01_character,角色名称,Student.20005,日富美（泳装）,students.json
01_character,角色名称,Student.20006,纱绫（便服）,students.json
01_character,角色名称,Student.20007,初音未来,students.json
01_character,角色名称,Student.20008,亚子,students.json
01_character,角色名称,Student.20009,切里诺（温泉）,students.json
01_character,角色名称,Student.20010,和香（温泉）,students.json
01_character,角色名称,Student.20011,芹香（新年）,students.json
01_character,角色名称,Student.20012,濑名,students.json
01_character,角色名称,Student.20013,千寻,students.json
01_character,角色名称,Student.20014,咲,students.json
01_character,角色名称,Student.20015,枫,students.json
01_character,角色名称,Student.20016,伊吕波,students.json
01_character,角色名称,Student.20017,日和,students.json
01_character,角色名称,Student.20018,萌绘,students.json
01_character,角色名称,Student.20019,茜（邦妮）,students.json
01_character,角色名称,Student.20020,日鞠,students.json
