id,term,src_table
School.Abydos,Abydos,localization.json:School
School.Arius,Arius,localization.json:School
School.Gehenna,Gehenna,localization.json:School
School.Hyakkiyako,Hyakkiyako,localization.json:School
School.Millennium,Millennium,localization.json:School
School.RedWinter,Red Winter,localization.json:School
School.Shanhaijing,Shanhaijing,localization.json:School
School.SRT,SRT,localization.json:School
School.Trinity,Trinity,localization.json:School
School.Valkyrie,Valkyrie,localization.json:School
School.ETC,Etc.,localization.json:School
School.Tokiwadai,Tokiwadai,localization.json:School
School.Sakugawa,Sakugawa,localization.json:School
School.Other,Other,localization.json:School
SchoolLong.Abydos,Abydos High School,localization.json:SchoolLong
SchoolLong.Arius,Arius Satellite School,localization.json:SchoolLong
SchoolLong.Gehenna,Gehenna Academy,localization.json:SchoolLong
SchoolLong.Hyakkiyako,Allied Hyakkiyako Academy,localization.json:SchoolLong
SchoolLong.Millennium,Millennium Science School,localization.json:SchoolLong
SchoolLong.RedWinter,Red Winter Federal Academy,localization.json:SchoolLong
SchoolLong.Shanhaijing,Shanhaijing Academy,localization.json:SchoolLong
SchoolLong.SRT,SRT Academy,localization.json:SchoolLong
SchoolLong.Trinity,Trinity General School,localization.json:SchoolLong
SchoolLong.Valkyrie,Valkyrie Police School,localization.json:SchoolLong
SchoolLong.Tokiwadai,Tokiwadai Middle School,localization.json:SchoolLong
SchoolLong.Sakugawa,Sakugawa Middle School,localization.json:SchoolLong
