category,category_label,id,term,src_table
01_character,角色名称,Student.10000,亞瑠,students.json
01_character,角色名称,Student.10001,英美,students.json
01_character,角色名称,Student.10002,羽留奈,students.json
01_character,角色名称,Student.10003,日步美,students.json
01_character,角色名称,Student.10004,陽奈,students.json
01_character,角色名称,Student.10005,星野,students.json
01_character,角色名称,Student.10006,伊織,students.json
01_character,角色名称,Student.10007,真紀,students.json
01_character,角色名称,Student.10008,寧瑠,students.json
01_character,角色名称,Student.10009,泉,students.json
01_character,角色名称,Student.10010,白子,students.json
01_character,角色名称,Student.10011,旬,students.json
01_character,角色名称,Student.10012,堇,students.json
01_character,角色名称,Student.10013,弦生,students.json
01_character,角色名称,Student.10014,伊樹菜,students.json
01_character,角色名称,Student.10015,愛麗絲,students.json
01_character,角色名称,Student.10016,綠,students.json
01_character,角色名称,Student.10017,潔莉諾,students.json
01_character,角色名称,Student.10018,柚子,students.json
01_character,角色名称,Student.10019,梓,students.json
01_character,角色名称,Student.10020,小春,students.json
01_character,角色名称,Student.10021,梓(泳裝),students.json
01_character,角色名称,Student.10022,陽奈(泳裝),students.json
01_character,角色名称,Student.10023,伊織(泳裝),students.json
01_character,角色名称,Student.10024,白子(單車),students.json
01_character,角色名称,Student.10025,旬(幼女),students.json
01_character,角色名称,Student.10026,寧瑠(兔女郎),students.json
01_character,角色名称,Student.10027,花凛(兔女郎),students.json
01_character,角色名称,Student.10028,明日奈(兔女郎),students.json
01_character,角色名称,Student.10029,夏,students.json
01_character,角色名称,Student.10030,千夏(溫泉),students.json
01_character,角色名称,Student.10031,亞瑠(正月),students.json
01_character,角色名称,Student.10032,無月(正月),students.json
01_character,角色名称,Student.10033,若藻,students.json
01_character,角色名称,Student.10034,三森,students.json
01_character,角色名称,Student.10035,憂,students.json
01_character,角色名称,Student.10036,日向,students.json
01_character,角色名称,Student.10037,瑪麗娜,students.json
01_character,角色名称,Student.10038,都子,students.json
01_character,角色名称,Student.10039,美優,students.json
