id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
Achievement.1.1,魔王之路 I,Becoming a Real Boss Ⅰ,魔王の道Ⅰ,마왕의 길 I,魔王之路 Ⅰ,Achievement.json
Achievement.10.1,日行一善 III,A Good Deed a Day Ⅲ,一日一善Ⅲ,매일 선행 한 가지 III,日行一善 Ⅲ,Achievement.json
Achievement.100.1,术有专精·火 II,Ignis Expertise Ⅱ,火のエキスパートⅡ,전문 기술·불 II,術有專精·火 Ⅱ,Achievement.json
Achievement.101.1,术有专精·火 III,Ignis Expertise Ⅲ,火のエキスパートⅢ,전문 기술·불 III,術有專精·火 Ⅲ,Achievement.json
Achievement.102.1,术有专精·火 IV,Ignis Expertise Ⅳ,火のエキスパートⅣ,전문 기술·불 IV,術有專精·火 Ⅳ,Achievement.json
Achievement.103.1,术有专精·地 I,Terra Expertise Ⅰ,地のエキスパートⅠ,전문 기술·땅 I,術有專精·地 I,Achievement.json
Achievement.104.1,术有专精·地 II,Terra Expertise Ⅱ,地のエキスパートⅡ,전문 기술·땅 II,術有專精·地 Ⅱ,Achievement.json
Achievement.105.1,术有专精·地 III,Terra Expertise Ⅲ,地のエキスパートⅢ,전문 기술·땅 III,術有專精·地 Ⅲ,Achievement.json
Achievement.106.1,术有专精·地 IV,Terra Expertise Ⅳ,地のエキスパートⅣ,전문 기술·땅 IV,術有專精·地 Ⅳ,Achievement.json
Achievement.107.1,术有专精·风 I,Ventus Expertise Ⅰ,風のエキスパートⅠ,전문 기술·바람 I,術有專精·風 I,Achievement.json
Achievement.108.1,术有专精·风 II,Ventus Expertise Ⅱ,風のエキスパートⅡ,전문 기술·바람 II,術有專精·風 Ⅱ,Achievement.json
Achievement.109.1,术有专精·风 III,Ventus Expertise Ⅲ,風のエキスパートⅢ,전문 기술·바람 III,術有專精·風 Ⅲ,Achievement.json
Achievement.11.1,日行一善 IV,A Good Deed a Day Ⅳ,一日一善Ⅳ,매일 선행 한 가지 IV,日行一善 Ⅳ,Achievement.json
Achievement.110.1,术有专精·风 IV,Ventus Expertise Ⅳ,風のエキスパートⅣ,전문 기술·바람 IV,術有專精·風 Ⅳ,Achievement.json
Achievement.111.1,术有专精·光 I,Lux Expertise Ⅰ,光のエキスパートⅠ,전문 기술·빛 I,術有專精·光 I,Achievement.json
Achievement.112.1,术有专精·光 II,Lux Expertise Ⅱ,光のエキスパートⅡ,전문 기술·빛 II,術有專精·光 Ⅱ,Achievement.json
Achievement.113.1,术有专精·光 III,Lux Expertise Ⅲ,光のエキスパートⅢ,전문 기술·빛 III,術有專精·光 Ⅲ,Achievement.json
Achievement.114.1,术有专精·光 IV,Lux Expertise Ⅳ,光のエキスパートⅣ,전문 기술·빛 IV,術有專精·光 Ⅳ,Achievement.json
Achievement.115.1,术有专精·暗 I,Umbra Expertise Ⅰ,闇のエキスパートⅠ,전문 기술·어둠 I,術有專精·暗 I,Achievement.json
Achievement.116.1,术有专精·暗 II,Umbra Expertise Ⅱ,闇のエキスパートⅡ,전문 기술·어둠 II,術有專精·暗 Ⅱ,Achievement.json
Achievement.117.1,术有专精·暗 III,Umbra Expertise Ⅲ,闇のエキスパートⅢ,전문 기술·어둠 III,術有專精·暗 Ⅲ,Achievement.json
Achievement.118.1,术有专精·暗 IV,Umbra Expertise Ⅳ,闇のエキスパートⅣ,전문 기술·어둠 IV,術有專精·暗 Ⅳ,Achievement.json
Achievement.119.1,便利店常客 I,Frequent Shopper Ⅰ,コンビニの常連Ⅰ,편의점 단골 I,便利商店常客 I,Achievement.json
Achievement.12.1,日行一善 V,A Good Deed a Day Ⅴ,一日一善Ⅴ,매일 선행 한 가지 V,日行一善 Ⅴ,Achievement.json
Achievement.120.1,便利店常客 II,Frequent Shopper Ⅱ,コンビニの常連Ⅱ,편의점 단골 II,便利商店常客 Ⅱ,Achievement.json
Achievement.121.1,便利店常客 III,Frequent Shopper Ⅲ,コンビニの常連Ⅲ,편의점 단골 III,便利商店常客 Ⅲ,Achievement.json
Achievement.122.1,便利店常客 IV,Frequent Shopper Ⅳ,コンビニの常連Ⅳ,편의점 단골 IV,便利商店常客 Ⅳ,Achievement.json
Achievement.123.1,便利店常客 V,Frequent Shopper Ⅴ,コンビニの常連Ⅴ,편의점 단골 V,便利商店常客 Ⅴ,Achievement.json
Achievement.124.1,便利店常客 VI,Frequent Shopper Ⅵ,コンビニの常連Ⅵ,편의점 단골 VI,便利商店常客 Ⅵ,Achievement.json
Achievement.125.1,便利店常客 VII,Frequent Shopper Ⅶ,コンビニの常連Ⅶ,편의점 단골 VII,便利商店常客 Ⅶ,Achievement.json
Achievement.126.1,便利店常客 VIII,Frequent Shopper Ⅷ,コンビニの常連Ⅷ,편의점 단골 VIII,便利商店常客 Ⅷ,Achievement.json
Achievement.127.1,便利店常客 IX,Frequent Shopper Ⅸ,コンビニの常連Ⅸ,편의점 단골 IX,便利商店常客 Ⅸ,Achievement.json
Achievement.128.1,便利店常客 X,Frequent Shopper Ⅹ,コンビニの常連Ⅹ,편의점 단골 X,便利商店常客 Ⅹ,Achievement.json
Achievement.129.1,萍水相逢 I,Fateful Encounter Ⅰ,偶然の出会いⅠ,우연한 만남 I,萍水相逢 I,Achievement.json
Achievement.13.1,种瓜得豆 I,Crafting Genius Ⅰ,思わぬ成果Ⅰ,콩 심은 데 콩 I,種瓜得豆 I,Achievement.json
Achievement.130.1,萍水相逢 II,Fateful Encounter Ⅱ,偶然の出会いⅡ,우연한 만남 II,萍水相逢 Ⅱ,Achievement.json
Achievement.131.1,萍水相逢 III,Fateful Encounter Ⅲ,偶然の出会いⅢ,우연한 만남 III,萍水相逢 Ⅲ,Achievement.json
Achievement.132.1,萍水相逢 IV,Fateful Encounter Ⅳ,偶然の出会いⅣ,우연한 만남 IV,萍水相逢 Ⅳ,Achievement.json
Achievement.133.1,萍水相逢 V,Fateful Encounter Ⅴ,偶然の出会いⅤ,우연한 만남 V,萍水相逢 Ⅴ,Achievement.json
Achievement.134.1,萍水相逢 VI,Fateful Encounter Ⅵ,偶然の出会いⅥ,우연한 만남 VI,萍水相逢 Ⅵ,Achievement.json
Achievement.135.1,萍水相逢 VII,Fateful Encounter Ⅶ,偶然の出会いⅦ,우연한 만남 VII,萍水相逢 Ⅶ,Achievement.json
Achievement.136.1,萍水相逢 VIII,Fateful Encounter Ⅷ,偶然の出会いⅧ,우연한 만남 VIII,萍水相逢 Ⅷ,Achievement.json
Achievement.137.1,萍水相逢 IX,Fateful Encounter Ⅸ,偶然の出会いⅨ,우연한 만남 IX,萍水相逢 Ⅸ,Achievement.json
Achievement.138.1,萍水相逢 X,Fateful Encounter Ⅹ,偶然の出会いⅩ,우연한 만남 X,萍水相逢 Ⅹ,Achievement.json
Achievement.139.1,大富翁 I,Keeper of Riches Ⅰ,大富豪Ⅰ,대부호 I,大富翁 I,Achievement.json
Achievement.14.1,种瓜得豆 II,Crafting Genius Ⅱ,思わぬ成果Ⅱ,콩 심은 데 콩 II,種瓜得豆 Ⅱ,Achievement.json
Achievement.140.1,大富翁 II,Keeper of Riches Ⅱ,大富豪Ⅱ,대부호 II,大富翁 Ⅱ,Achievement.json
Achievement.141.1,大富翁 III,Keeper of Riches Ⅲ,大富豪Ⅲ,대부호 III,大富翁 Ⅲ,Achievement.json
Achievement.142.1,大富翁 IV,Keeper of Riches Ⅳ,大富豪Ⅳ,대부호 IV,大富翁 Ⅳ,Achievement.json
Achievement.143.1,大富翁 V,Keeper of Riches Ⅴ,大富豪Ⅴ,대부호 V,大富翁 Ⅴ,Achievement.json
Achievement.144.1,大富翁 VI,Keeper of Riches Ⅵ,大富豪Ⅵ,대부호 VI,大富翁 Ⅵ,Achievement.json
Achievement.145.1,绝对音感·强攻 I,Perfect Pitch: Pummel Ⅰ,絶対音感・強撃Ⅰ,절대음감·강공 I,絕對音感·強攻 I,Achievement.json
Achievement.146.1,绝对音感·强攻 II,Perfect Pitch: Pummel Ⅱ,絶対音感・強撃Ⅱ,절대음감·강공 II,絕對音感·強攻 Ⅱ,Achievement.json
Achievement.147.1,绝对音感·强攻 III,Perfect Pitch: Pummel Ⅲ,絶対音感・強撃Ⅲ,절대음감·강공 III,絕對音感·強攻 Ⅲ,Achievement.json
Achievement.148.1,绝对音感·强攻 IV,Perfect Pitch: Pummel Ⅳ,絶対音感・強撃Ⅳ,절대음감·강공 IV,絕對音感·強攻 Ⅳ,Achievement.json
Achievement.149.1,绝对音感·强攻 V,Perfect Pitch: Pummel Ⅴ,絶対音感・強撃Ⅴ,절대음감·강공 V,絕對音感·強攻 Ⅴ,Achievement.json
Achievement.15.1,种瓜得豆 III,Crafting Genius Ⅲ,思わぬ成果Ⅲ,콩 심은 데 콩 III,種瓜得豆 Ⅲ,Achievement.json
Achievement.150.1,绝对音感·幸运 I,Perfect Pitch: Luck Ⅰ,絶対音感・幸運Ⅰ,절대음감·행운 I,絕對音感·幸運 I,Achievement.json
Achievement.151.1,绝对音感·幸运 II,Perfect Pitch: Luck Ⅱ,絶対音感・幸運Ⅱ,절대음감·행운 II,絕對音感·幸運 Ⅱ,Achievement.json
Achievement.152.1,绝对音感·幸运 III,Perfect Pitch: Luck Ⅲ,絶対音感・幸運Ⅲ,절대음감·행운 III,絕對音感·幸運 Ⅲ,Achievement.json
Achievement.153.1,绝对音感·幸运 IV,Perfect Pitch: Luck Ⅳ,絶対音感・幸運Ⅳ,절대음감·행운 IV,絕對音感·幸運 Ⅳ,Achievement.json
Achievement.154.1,绝对音感·幸运 V,Perfect Pitch: Luck Ⅴ,絶対音感・幸運Ⅴ,절대음감·행운 V,絕對音感·幸運 Ⅴ,Achievement.json
Achievement.155.1,绝对音感·暴发 I,Perfect Pitch: Burst Ⅰ,絶対音感・爆発Ⅰ,절대음감·폭발 I,絕對音感·爆發 I,Achievement.json
Achievement.156.1,绝对音感·暴发 II,Perfect Pitch: Burst Ⅱ,絶対音感・爆発Ⅱ,절대음감·폭발 II,絕對音感·爆發 Ⅱ,Achievement.json
Achievement.157.1,绝对音感·暴发 III,Perfect Pitch: Burst Ⅲ,絶対音感・爆発Ⅲ,절대음감·폭발 III,絕對音感·爆發 Ⅲ,Achievement.json
Achievement.158.1,绝对音感·暴发 IV,Perfect Pitch: Burst Ⅳ,絶対音感・爆発Ⅳ,절대음감·폭발 IV,絕對音感·爆發 Ⅳ,Achievement.json
Achievement.159.1,绝对音感·暴发 V,Perfect Pitch: Burst Ⅴ,絶対音感・爆発Ⅴ,절대음감·폭발 V,絕對音感·爆發 Ⅴ,Achievement.json
Achievement.16.1,种瓜得豆 IV,Crafting Genius Ⅳ,思わぬ成果Ⅳ,콩 심은 데 콩 IV,種瓜得豆 Ⅳ,Achievement.json
Achievement.160.1,绝对音感·体力 I,Perfect Pitch: Stamina Ⅰ,絶対音感・体力Ⅰ,절대음감·체력 I,絕對音感·體力 I,Achievement.json
Achievement.161.1,绝对音感·体力 II,Perfect Pitch: Stamina Ⅱ,絶対音感・体力Ⅱ,절대음감·체력 II,絕對音感·體力 Ⅱ,Achievement.json
Achievement.162.1,绝对音感·体力 III,Perfect Pitch: Stamina Ⅲ,絶対音感・体力Ⅲ,절대음감·체력 III,絕對音感·體力 Ⅲ,Achievement.json
Achievement.163.1,绝对音感·体力 IV,Perfect Pitch: Stamina Ⅳ,絶対音感・体力Ⅳ,절대음감·체력 IV,絕對音感·體力 Ⅳ,Achievement.json
Achievement.164.1,绝对音感·体力 V,Perfect Pitch: Stamina Ⅴ,絶対音感・体力Ⅴ,절대음감·체력 V,絕對音感·體力 Ⅴ,Achievement.json
Achievement.165.1,绝对音感·专注 I,Perfect Pitch: Focus Ⅰ,絶対音感・集中Ⅰ,절대음감·집중 I,絕對音感·專注 I,Achievement.json
Achievement.166.1,绝对音感·专注 II,Perfect Pitch: Focus Ⅱ,絶対音感・集中Ⅱ,절대음감·집중 II,絕對音感·專注 Ⅱ,Achievement.json
Achievement.167.1,绝对音感·专注 III,Perfect Pitch: Focus Ⅲ,絶対音感・集中Ⅲ,절대음감·집중 III,絕對音感·專注 Ⅲ,Achievement.json
Achievement.168.1,绝对音感·专注 IV,Perfect Pitch: Focus Ⅳ,絶対音感・集中Ⅳ,절대음감·집중 IV,絕對音感·專注 Ⅳ,Achievement.json
Achievement.169.1,绝对音感·专注 V,Perfect Pitch: Focus Ⅴ,絶対音感・集中Ⅴ,절대음감·집중 V,絕對音感·專注 Ⅴ,Achievement.json
Achievement.17.1,种瓜得豆 V,Crafting Genius Ⅴ,思わぬ成果Ⅴ,콩 심은 데 콩 V,種瓜得豆 Ⅴ,Achievement.json
Achievement.170.1,绝对音感·技巧 I,Perfect Pitch: Skill Ⅰ,絶対音感・器用Ⅰ,절대음감·기술 I,絕對音感·技巧 I,Achievement.json
Achievement.171.1,绝对音感·技巧 II,Perfect Pitch: Skill Ⅱ,絶対音感・器用Ⅱ,절대음감·기술 II,絕對音感·技巧 Ⅱ,Achievement.json
Achievement.172.1,绝对音感·技巧 III,Perfect Pitch: Skill Ⅲ,絶対音感・器用Ⅲ,절대음감·기술 III,絕對音感·技巧 Ⅲ,Achievement.json
Achievement.173.1,绝对音感·技巧 IV,Perfect Pitch: Skill Ⅳ,絶対音感・器用Ⅳ,절대음감·기술 IV,絕對音感·技巧 Ⅳ,Achievement.json
Achievement.174.1,绝对音感·技巧 V,Perfect Pitch: Skill Ⅴ,絶対音感・器用Ⅴ,절대음감·기술 V,絕對音感·技巧 Ⅴ,Achievement.json
