category,source,target,tgt_lng
01_character,灵魂伴侣,靈魂伴侶,zh-TW
01_character,Soulmate,靈魂伴侶,zh-TW
01_character,魂の伴侶,靈魂伴侶,zh-TW
01_character,영혼단짝,靈魂伴侶,zh-TW
01_character,珀尔娜&维嘉尔,珀爾娜&維嘉爾,zh-TW
01_character,Bernina & Virigia,珀爾娜&維嘉爾,zh-TW
01_character,ヴェルナー&ヴェルジュ,珀爾娜&維嘉爾,zh-TW
01_character,베르너&베르주,珀爾娜&維嘉爾,zh-TW
01_character,情人节雾语,情人節霧語,zh-TW
01_character,Valentine's Day Mistique,情人節霧語,zh-TW
01_character,ミスティ,情人節霧語,zh-TW
01_character,발렌타인 미스티,情人節霧語,zh-TW
01_character,Willow,薇洛,zh-TW
01_character,ウィロー,薇洛,zh-TW
01_character,윌로,薇洛,zh-TW
01_character,布洛克,布洛可,zh-TW
01_character,Bloc,布洛可,zh-TW
01_character,ブロッチ,布洛可,zh-TW
01_character,블롯치,布洛可,zh-TW
01_character,Horizon,彼岸,zh-TW
01_character,カナタ,彼岸,zh-TW
01_character,카나타,彼岸,zh-TW
01_character,伊织,伊織,zh-TW
01_character,Iori,伊織,zh-TW
01_character,イオリ,伊織,zh-TW
01_character,이오리,伊織,zh-TW
01_character,Amber,琥珀,zh-TW
01_character,コハク,琥珀,zh-TW
01_character,코하쿠,琥珀,zh-TW
01_character,缇莉娅,緹莉婭,zh-TW
01_character,Tilia,緹莉婭,zh-TW
01_character,ティリア,緹莉婭,zh-TW
01_character,틸리아,緹莉婭,zh-TW
01_character,Kasimira,卡西米拉,zh-TW
01_character,カシミラ,卡西米拉,zh-TW
01_character,카시미라,卡西米拉,zh-TW
01_character,Firenze,翡冷翠,zh-TW
01_character,フィレン,翡冷翠,zh-TW
01_character,피렌,翡冷翠,zh-TW
01_character,鸢尾,鳶尾,zh-TW
01_character,Iris,鳶尾,zh-TW
01_character,アヤメ,鳶尾,zh-TW
01_character,아야메,鳶尾,zh-TW
01_character,尘沙,塵沙,zh-TW
01_character,Noya,塵沙,zh-TW
01_character,セイナ,塵沙,zh-TW
01_character,세이나,塵沙,zh-TW
01_character,师渺,師渺,zh-TW
01_character,Shimiao,師渺,zh-TW
01_character,シーミャオ,師渺,zh-TW
01_character,시먀오,師渺,zh-TW
01_character,猫眼,貓眼,zh-TW
01_character,Chaton,貓眼,zh-TW
01_character,シャトン,貓眼,zh-TW
01_character,샤통,貓眼,zh-TW
01_character,Firefly,火垂,zh-TW
01_character,ホタル,火垂,zh-TW
01_character,호타루,火垂,zh-TW
01_character,岭川,嶺川,zh-TW
01_character,Ridge,嶺川,zh-TW
01_character,レイセン,嶺川,zh-TW
01_character,레이센,嶺川,zh-TW
01_character,Jinglin,璟麟,zh-TW
01_character,ジンリン,璟麟,zh-TW
01_character,징린,璟麟,zh-TW
01_character,科洛妮丝,柯洛妮絲,zh-TW
01_character,Coronis,柯洛妮絲,zh-TW
01_character,クルニス,柯洛妮絲,zh-TW
01_character,크루니스,柯洛妮絲,zh-TW
01_character,Nanoha,花原,zh-TW
01_character,ナノハ,花原,zh-TW
01_character,나노하,花原,zh-TW
01_character,卡娜丝,卡娜絲,zh-TW
01_character,Canace,卡娜絲,zh-TW
01_character,カナーチェ,卡娜絲,zh-TW
01_character,카나체,卡娜絲,zh-TW
01_character,Ann,杏子,zh-TW
01_character,アンズ,杏子,zh-TW
01_character,안즈,杏子,zh-TW
01_character,苍兰,蒼蘭,zh-TW
01_character,Freesia,蒼蘭,zh-TW
01_character,フリージア,蒼蘭,zh-TW
01_character,프리지아,蒼蘭,zh-TW
01_character,Flora,紫槿,zh-TW
01_character,フローラ,紫槿,zh-TW
01_character,플로라,紫槿,zh-TW
01_character,特丽莎,特麗莎,zh-TW
01_character,Teresa,特麗莎,zh-TW
01_character,テレサ,特麗莎,zh-TW
01_character,테레사,特麗莎,zh-TW
01_character,Donna,多娜,zh-TW
01_character,トーナ,多娜,zh-TW
01_character,토나,多娜,zh-TW
01_character,Minova,密涅瓦,zh-TW
01_character,ミネルバ,密涅瓦,zh-TW
01_character,미네르바,密涅瓦,zh-TW
01_character,Nazuka,夏花,zh-TW
01_character,ナツカ,夏花,zh-TW
01_character,나츠카,夏花,zh-TW
01_character,Fuyuka,冬香,zh-TW
01_character,フユカ,冬香,zh-TW
01_character,후유카,冬香,zh-TW
01_character,雾语,霧語,zh-TW
01_character,Mistique,霧語,zh-TW
01_character,ミスティ,霧語,zh-TW
01_character,미스티,霧語,zh-TW
01_character,埃莉诺,埃莉諾,zh-TW
01_character,Eleanor,埃莉諾,zh-TW
01_character,エレノア,埃莉諾,zh-TW
01_character,엘레노어,埃莉諾,zh-TW
01_character,Sparkla,斯帕克拉,zh-TW
01_character,スパクル,斯帕克拉,zh-TW
01_character,스파클,斯帕克拉,zh-TW
01_character,Chixia,赤霞,zh-TW
01_character,チーシア,赤霞,zh-TW
01_character,치시아,赤霞,zh-TW
01_character,珂赛特,珂賽特,zh-TW
01_character,Cosette,珂賽特,zh-TW
01_character,コゼット,珂賽特,zh-TW
01_character,코제트,珂賽特,zh-TW
01_character,风影,風影,zh-TW
01_character,Wraith,風影,zh-TW
01_character,レイス,風影,zh-TW
01_character,레이스,風影,zh-TW
01_character,Chitose,千都世,zh-TW
01_character,チトセ,千都世,zh-TW
01_character,치토세,千都世,zh-TW
01_character,乙叶,乙葉,zh-TW
01_character,Otoha,乙葉,zh-TW
01_character,オトハ,乙葉,zh-TW
01_character,오토하,乙葉,zh-TW
01_character,Caramel,焦糖,zh-TW
01_character,キャラメル,焦糖,zh-TW
01_character,캐러멜,焦糖,zh-TW
01_character,Gerie,格芮,zh-TW
01_character,グレイ,格芮,zh-TW
01_character,그레이,格芮,zh-TW
01_character,Laru,菈露,zh-TW
01_character,ラール,菈露,zh-TW
01_character,라루,菈露,zh-TW
01_character,希娅,希婭,zh-TW
01_character,Shia,希婭,zh-TW
01_character,シア,希婭,zh-TW
01_character,시아,希婭,zh-TW
01_character,Nazuna,小禾,zh-TW
01_character,ナズナ,小禾,zh-TW
01_character,나즈나,小禾,zh-TW
01_character,花铃,花鈴,zh-TW
01_character,Karin,花鈴,zh-TW
01_character,カリン,花鈴,zh-TW
01_character,카린,花鈴,zh-TW
01_character,菈露（圣夜）,聖夜菈露,zh-TW
01_character,Snowish Laru,聖夜菈露,zh-TW
01_character,ラール（聖夜）,聖夜菈露,zh-TW
01_character,라루(이브),聖夜菈露,zh-TW
01_character,科洛妮丝（新春）,緋春柯洛妮絲,zh-TW
01_character,Springseek Coronis,緋春柯洛妮絲,zh-TW
01_character,クルニス（華服）,緋春柯洛妮絲,zh-TW
01_character,크루니스(새해),緋春柯洛妮絲,zh-TW
01_character,薇洛（盛夏）,沐夏薇洛,zh-TW
01_character,Suntide Willow,沐夏薇洛,zh-TW
01_character,ウィロー（水着）,沐夏薇洛,zh-TW
01_character,윌로(여름),沐夏薇洛,zh-TW
01_character,Name,姓名,zh-TW
01_character,氏名,姓名,zh-TW
01_character,이름,姓名,zh-TW
01_character,Birthday,生日,zh-TW
01_character,生年月日,生日,zh-TW
01_character,생일,生日,zh-TW
01_character,所属,所屬,zh-TW
01_character,Affiliation,所屬,zh-TW
01_character,소속,所屬,zh-TW
01_character,Skills,技能,zh-TW
01_character,特技,技能,zh-TW
01_character,스킬,技能,zh-TW
01_character,Address,地址,zh-TW
01_character,住所,地址,zh-TW
01_character,주소,地址,zh-TW
01_character,经验,經驗,zh-TW
01_character,Experience,經驗,zh-TW
01_character,巡遊者歴,經驗,zh-TW
01_character,경력,經驗,zh-TW
01_character,Weapon,武器,zh-TW
01_character,무기,武器,zh-TW
01_character,薪资,薪資,zh-TW
01_character,Rate,薪資,zh-TW
01_character,希望報酬,薪資,zh-TW
01_character,급여,薪資,zh-TW
01_character,給与,薪資,zh-TW
01_character,依頼料,薪資,zh-TW
01_character,家事代行料金,薪資,zh-TW
01_character,出演料,薪資,zh-TW
01_character,配達料,薪資,zh-TW
01_character,收费标准,收費標準,zh-TW
01_character,Rate,收費標準,zh-TW
01_character,希望報酬,收費標準,zh-TW
01_character,급여,收費標準,zh-TW
01_character,販売価格,收費標準,zh-TW
01_character,名前,姓名,zh-TW
01_character,報酬,薪資,zh-TW
01_character,Si Bai,四白,zh-TW
01_character,*****,四白,zh-TW
01_character,陈雨,陳雨,zh-TW
01_character,Chen Yu,陳雨,zh-TW
01_character,*****,陳雨,zh-TW
01_character,李蝉妃,李蟬妃,zh-TW
01_character,Li Chanfei,李蟬妃,zh-TW
01_character,*****,李蟬妃,zh-TW
01_character,Zi Yin,子音,zh-TW
01_character,*****,子音,zh-TW
01_character,陈章,陳章,zh-TW
01_character,Chen Zhang,陳章,zh-TW
01_character,*****,陳章,zh-TW
01_character,*****,Kiyo,zh-TW
01_character,陈阳,陳陽,zh-TW
01_character,Chen Yang,陳陽,zh-TW
01_character,*****,陳陽,zh-TW
01_character,Raby,瑞比,zh-TW
01_character,*****,瑞比,zh-TW
01_character,刘雯,劉雯,zh-TW
01_character,Liu Wen,劉雯,zh-TW
01_character,*****,劉雯,zh-TW
01_character,张楷轩,張楷軒,zh-TW
01_character,Zhang Kaixuan,張楷軒,zh-TW
01_character,*****,張楷軒,zh-TW
01_character,韩娇娇,韓嬌嬌,zh-TW
01_character,Han Jiaojiao,韓嬌嬌,zh-TW
01_character,*****,韓嬌嬌,zh-TW
01_character,周语晗,周語晗,zh-TW
01_character,Zhou Yuhan,周語晗,zh-TW
01_character,*****,周語晗,zh-TW
01_character,Dou Nai,豆奶,zh-TW
01_character,*****,豆奶,zh-TW
01_character,Liang Shuang,梁爽,zh-TW
01_character,*****,梁爽,zh-TW
01_character,静宸,靜宸,zh-TW
01_character,Jing Chen,靜宸,zh-TW
01_character,*****,靜宸,zh-TW
01_character,张晔,張曄,zh-TW
01_character,Zhang Ye,張曄,zh-TW
01_character,*****,張曄,zh-TW
01_character,Mu Fei,沐霏,zh-TW
01_character,*****,沐霏,zh-TW
01_character,Jing Liu,井琉,zh-TW
01_character,*****,井琉,zh-TW
01_character,苏婉,蘇婉,zh-TW
01_character,Su Wan,蘇婉,zh-TW
01_character,*****,蘇婉,zh-TW
01_character,杨清江,楊清江,zh-TW
01_character,Yang Qingjiang,楊清江,zh-TW
01_character,*****,楊清江,zh-TW
01_character,刘十四,劉十四,zh-TW
01_character,Liu Fourteen,劉十四,zh-TW
01_character,*****,劉十四,zh-TW
01_character,Liu Shisi,劉十四,zh-TW
01_character,刘一蕾,劉一蕾,zh-TW
01_character,Liu Yilei,劉一蕾,zh-TW
01_character,*****,劉一蕾,zh-TW
01_character,吴哲茹,吳哲茹,zh-TW
01_character,Wu Zheru,吳哲茹,zh-TW
01_character,*****,吳哲茹,zh-TW
01_character,施丛昊,施叢昊,zh-TW
01_character,Shi Conghao,施叢昊,zh-TW
01_character,*****,施叢昊,zh-TW
01_character,Song Zhengnan,宋政楠,zh-TW
01_character,*****,宋政楠,zh-TW
01_character,Tang Xiafang,唐夏芳,zh-TW
01_character,*****,唐夏芳,zh-TW
01_character,唐梦,唐夢,zh-TW
01_character,Tang Meng,唐夢,zh-TW
01_character,*****,唐夢,zh-TW
01_character,Wang Meixin,王美心,zh-TW
01_character,*****,王美心,zh-TW
01_character,张梦娇,張夢嬌,zh-TW
01_character,Zhang Mengjiao,張夢嬌,zh-TW
01_character,*****,張夢嬌,zh-TW
01_character,张安琪,張安琪,zh-TW
01_character,Zhang Anqi,張安琪,zh-TW
01_character,*****,張安琪,zh-TW
01_character,蔡书瑾,蔡書瑾,zh-TW
01_character,Cai Shujin,蔡書瑾,zh-TW
01_character,*****,蔡書瑾,zh-TW
01_character,Song Yuanyuan,宋媛媛,zh-TW
01_character,*****,宋媛媛,zh-TW
01_character,*****,Vila,zh-TW
01_character,谢莹,謝瑩,zh-TW
01_character,Xie Ying,謝瑩,zh-TW
01_character,*****,謝瑩,zh-TW
01_character,花玲,花鈴,zh-TW
01_character,*****,mace,zh-TW
01_character,琥珀-基础形象,琥珀-基礎形象,zh-TW
01_character,Amber: Default,琥珀-基礎形象,zh-TW
01_character,コハク・デフォルト,琥珀-基礎形象,zh-TW
01_character,코하쿠-기본,琥珀-基礎形象,zh-TW
01_character,琥珀-觉醒形象,琥珀-覺醒形象,zh-TW
01_character,Amber: Awakened,琥珀-覺醒形象,zh-TW
