category,category_label,id,term,src_table
01_character,角色名称,Student.10000,Aru,students.json
01_character,角色名称,Student.10001,Eimi,students.json
01_character,角色名称,Student.10002,Haruna,students.json
01_character,角色名称,Student.10003,Hifumi,students.json
01_character,角色名称,Student.10004,Hina,students.json
01_character,角色名称,Student.10005,Hoshino,students.json
01_character,角色名称,Student.10006,Iori,students.json
01_character,角色名称,Student.10007,Maki,students.json
01_character,角色名称,Student.10008,Neru,students.json
01_character,角色名称,Student.10009,Izumi,students.json
01_character,角色名称,Student.10010,Shiroko,students.json
01_character,角色名称,Student.10011,Shun,students.json
01_character,角色名称,Student.10012,Sumire,students.json
01_character,角色名称,Student.10013,Tsurugi,students.json
01_character,角色名称,Student.10014,Izuna,students.json
01_character,角色名称,Student.10015,Aris,students.json
01_character,角色名称,Student.10016,Midori,students.json
01_character,角色名称,Student.10017,Cherino,students.json
01_character,角色名称,Student.10018,Yuzu,students.json
01_character,角色名称,Student.10019,Azusa,students.json
01_character,角色名称,Student.10020,Koharu,students.json
01_character,角色名称,Student.10021,Azusa (Swimsuit),students.json
01_character,角色名称,Student.10022,Hina (Swimsuit),students.json
01_character,角色名称,Student.10023,Iori (Swimsuit),students.json
01_character,角色名称,Student.10024,Shiroko (Cycling),students.json
01_character,角色名称,Student.10025,Shun (Small),students.json
01_character,角色名称,Student.10026,Neru (Bunny),students.json
01_character,角色名称,Student.10027,Karin (Bunny),students.json
01_character,角色名称,Student.10028,Asuna (Bunny),students.json
01_character,角色名称,Student.10029,Natsu,students.json
01_character,角色名称,Student.10030,Chinatsu (Hot Spring),students.json
01_character,角色名称,Student.10031,Aru (New Year),students.json
01_character,角色名称,Student.10032,Mutsuki (New Year),students.json
01_character,角色名称,Student.10033,Wakamo,students.json
01_character,角色名称,Student.10034,Mimori,students.json
01_character,角色名称,Student.10035,Ui,students.json
01_character,角色名称,Student.10036,Hinata,students.json
01_character,角色名称,Student.10037,Marina,students.json
01_character,角色名称,Student.10038,Miyako,students.json
01_character,角色名称,Student.10039,Miyu,students.json
01_character,角色名称,Student.10040,Tsukuyo,students.json
01_character,角色名称,Student.10041,Misaki,students.json
01_character,角色名称,Student.10042,Atsuko,students.json
01_character,角色名称,Student.10043,Wakamo (Swimsuit),students.json
01_character,角色名称,Student.10044,Nonomi (Swimsuit),students.json
01_character,角色名称,Student.10045,Hoshino (Swimsuit),students.json
01_character,角色名称,Student.10046,Izuna (Swimsuit),students.json
01_character,角色名称,Student.10047,Chise (Swimsuit),students.json
01_character,角色名称,Student.10048,Saori,students.json
01_character,角色名称,Student.10049,Kazusa,students.json
01_character,角色名称,Student.10050,Kokona,students.json
01_character,角色名称,Student.10051,Utaha (Cheer Squad),students.json
01_character,角色名称,Student.10052,Noa,students.json
01_character,角色名称,Student.10053,Yuuka (Track),students.json
01_character,角色名称,Student.10054,Mari (Track),students.json
01_character,角色名称,Student.10055,Shigure,students.json
01_character,角色名称,Student.10056,Serina (Christmas),students.json
01_character,角色名称,Student.10057,Haruna (New Year),students.json
01_character,角色名称,Student.10058,Mine,students.json
01_character,角色名称,Student.10059,Mika,students.json
01_character,角色名称,Student.10060,Megu,students.json
01_character,角色名称,Student.10061,Sakurako,students.json
01_character,角色名称,Student.10062,Toki,students.json
01_character,角色名称,Student.10063,Koyuki,students.json
01_character,角色名称,Student.10064,Kayoko (New Year),students.json
01_character,角色名称,Student.10065,Kaho,students.json
01_character,角色名称,Student.10066,Aris (Maid),students.json
01_character,角色名称,Student.10067,Toki (Bunny),students.json
01_character,角色名称,Student.10068,Reisa,students.json
01_character,角色名称,Student.10069,Rumi,students.json
01_character,角色名称,Student.10070,Mina,students.json
01_character,角色名称,Student.10071,Miyako (Swimsuit),students.json
01_character,角色名称,Student.10072,Saki (Swimsuit),students.json
01_character,角色名称,Student.10073,Ui (Swimsuit),students.json
01_character,角色名称,Student.10074,Hanako (Swimsuit),students.json
01_character,角色名称,Student.10075,Meru,students.json
01_character,角色名称,Student.10076,Kotori (Cheer Squad),students.json
01_character,角色名称,Student.10077,Ichika,students.json
01_character,角色名称,Student.10078,Kasumi,students.json
01_character,角色名称,Student.10079,Misaka Mikoto,students.json
