category,source,target,tgt_lng
01_character,爱露,Aru,en-US
01_character,アル,Aru,en-US
01_character,亞瑠,Aru,en-US
01_character,아루,Aru,en-US
01_character,อารุ,Aru,en-US
01_character,艾米,Eimi,en-US
01_character,エイミ,Eimi,en-US
01_character,英美,Eimi,en-US
01_character,에이미,Eimi,en-US
01_character,เอมิ,Eimi,en-US
01_character,晴奈,Haruna,en-US
01_character,ハルナ,Haruna,en-US
01_character,羽留奈,Haruna,en-US
01_character,하루나,Haruna,en-US
01_character,ฮารุนะ,Haruna,en-US
01_character,日富美,Hifumi,en-US
01_character,ヒフミ,Hifumi,en-US
01_character,日步美,Hifumi,en-US
01_character,히후미,Hifumi,en-US
01_character,ฮิฟุมิ,Hifumi,en-US
01_character,日奈,Hina,en-US
01_character,ヒナ,Hina,en-US
01_character,陽奈,Hina,en-US
01_character,히나,Hina,en-US
01_character,ฮินะ,Hina,en-US
01_character,星野,Hoshino,en-US
01_character,ホシノ,Hoshino,en-US
01_character,호시노,Hoshino,en-US
01_character,โฮชิโนะ,Hoshino,en-US
01_character,伊织,Iori,en-US
01_character,イオリ,Iori,en-US
01_character,伊織,Iori,en-US
01_character,이오리,Iori,en-US
01_character,อิโอริ,Iori,en-US
01_character,真纪,Maki,en-US
01_character,マキ,Maki,en-US
01_character,真紀,Maki,en-US
01_character,마키,Maki,en-US
01_character,มากิ,Maki,en-US
01_character,妮露,Neru,en-US
01_character,ネル,Neru,en-US
01_character,寧瑠,Neru,en-US
01_character,네루,Neru,en-US
01_character,เนรุ,Neru,en-US
01_character,泉,Izumi,en-US
01_character,イズミ,Izumi,en-US
01_character,이즈미,Izumi,en-US
01_character,อิซุมิ,Izumi,en-US
01_character,白子,Shiroko,en-US
01_character,シロコ,Shiroko,en-US
01_character,시로코,Shiroko,en-US
01_character,ชิโรโกะ,Shiroko,en-US
01_character,瞬,Shun,en-US
01_character,シュン,Shun,en-US
01_character,旬,Shun,en-US
01_character,슌,Shun,en-US
01_character,ชุน,Shun,en-US
01_character,堇,Sumire,en-US
01_character,スミレ,Sumire,en-US
01_character,스미레,Sumire,en-US
01_character,สึมิเระ,Sumire,en-US
01_character,鹤城,Tsurugi,en-US
01_character,ツルギ,Tsurugi,en-US
01_character,弦生,Tsurugi,en-US
01_character,츠루기,Tsurugi,en-US
01_character,ซึรุกิ,Tsurugi,en-US
01_character,泉奈,Izuna,en-US
01_character,イズナ,Izuna,en-US
01_character,伊樹菜,Izuna,en-US
01_character,이즈나,Izuna,en-US
01_character,อิซุนะ,Izuna,en-US
01_character,爱丽丝,Aris,en-US
01_character,アリス,Aris,en-US
01_character,愛麗絲,Aris,en-US
01_character,아리스,Aris,en-US
01_character,อาริสึ,Aris,en-US
01_character,绿,Midori,en-US
01_character,ミドリ,Midori,en-US
01_character,綠,Midori,en-US
01_character,미도리,Midori,en-US
01_character,มิโดริ,Midori,en-US
01_character,切里诺,Cherino,en-US
01_character,チェリノ,Cherino,en-US
01_character,潔莉諾,Cherino,en-US
01_character,체리노,Cherino,en-US
01_character,เชริโน่,Cherino,en-US
01_character,柚子,Yuzu,en-US
01_character,ユズ,Yuzu,en-US
01_character,유즈,Yuzu,en-US
01_character,ยูสึ,Yuzu,en-US
01_character,梓,Azusa,en-US
01_character,アズサ,Azusa,en-US
01_character,아즈사,Azusa,en-US
01_character,อาซึสะ,Azusa,en-US
01_character,小春,Koharu,en-US
01_character,コハル,Koharu,en-US
01_character,코하루,Koharu,en-US
01_character,โคฮารุ,Koharu,en-US
01_character,梓（泳装）,Azusa (Swimsuit),en-US
01_character,アズサ（水着）,Azusa (Swimsuit),en-US
01_character,梓(泳裝),Azusa (Swimsuit),en-US
01_character,아즈사(수영복),Azusa (Swimsuit),en-US
01_character,อาซึสะ (ชุดว่ายน้ำ),Azusa (Swimsuit),en-US
01_character,日奈（泳装）,Hina (Swimsuit),en-US
01_character,ヒナ（水着）,Hina (Swimsuit),en-US
01_character,陽奈(泳裝),Hina (Swimsuit),en-US
01_character,히나(수영복),Hina (Swimsuit),en-US
01_character,ฮินะ (ชุดว่ายน้ำ),Hina (Swimsuit),en-US
01_character,伊织（泳装）,Iori (Swimsuit),en-US
01_character,イオリ（水着）,Iori (Swimsuit),en-US
01_character,伊織(泳裝),Iori (Swimsuit),en-US
01_character,이오리(수영복),Iori (Swimsuit),en-US
01_character,อิโอริ (ชุดว่ายน้ำ),Iori (Swimsuit),en-US
01_character,白子（骑行）,Shiroko (Cycling),en-US
01_character,シロコ（ライディング）,Shiroko (Cycling),en-US
01_character,白子(單車),Shiroko (Cycling),en-US
01_character,시로코(라이딩),Shiroko (Cycling),en-US
01_character,ชิโรโกะ (นักปั่น),Shiroko (Cycling),en-US
01_character,瞬（小）,Shun (Small),en-US
01_character,シュン（幼女）,Shun (Small),en-US
01_character,旬(幼女),Shun (Small),en-US
01_character,슌(어린이),Shun (Small),en-US
01_character,ชุน (วัยเด็ก),Shun (Small),en-US
01_character,妮露（邦妮）,Neru (Bunny),en-US
01_character,ネル（バニーガール）,Neru (Bunny),en-US
01_character,寧瑠(兔女郎),Neru (Bunny),en-US
01_character,네루(바니걸),Neru (Bunny),en-US
01_character,เนรุ (บันนี่เกิร์ล),Neru (Bunny),en-US
01_character,花凛（邦妮）,Karin (Bunny),en-US
01_character,カリン（バニーガール）,Karin (Bunny),en-US
01_character,花凛(兔女郎),Karin (Bunny),en-US
01_character,카린(바니걸),Karin (Bunny),en-US
01_character,คาริน (บันนี่เกิร์ล),Karin (Bunny),en-US
01_character,明日奈（邦妮）,Asuna (Bunny),en-US
01_character,アスナ（バニーガール）,Asuna (Bunny),en-US
01_character,明日奈(兔女郎),Asuna (Bunny),en-US
01_character,아스나(바니걸),Asuna (Bunny),en-US
01_character,อาสึนะ (บันนี่เกิร์ล),Asuna (Bunny),en-US
01_character,夏,Natsu,en-US
01_character,ナツ,Natsu,en-US
01_character,나츠,Natsu,en-US
01_character,นัตสึ,Natsu,en-US
01_character,千夏（温泉）,Chinatsu (Hot Spring),en-US
01_character,チナツ（温泉）,Chinatsu (Hot Spring),en-US
01_character,千夏(溫泉),Chinatsu (Hot Spring),en-US
01_character,치나츠(온천),Chinatsu (Hot Spring),en-US
01_character,ชินัตสึ (ออนเซ็น),Chinatsu (Hot Spring),en-US
01_character,爱露（新年）,Aru (New Year),en-US
01_character,アル（正月）,Aru (New Year),en-US
01_character,亞瑠(正月),Aru (New Year),en-US
01_character,아루(새해),Aru (New Year),en-US
01_character,อารุ (ปีใหม่),Aru (New Year),en-US
01_character,睦月（新年）,Mutsuki (New Year),en-US
01_character,ムツキ（正月）,Mutsuki (New Year),en-US
01_character,無月(正月),Mutsuki (New Year),en-US
01_character,무츠키(새해),Mutsuki (New Year),en-US
01_character,มุสึกิ (ปีใหม่),Mutsuki (New Year),en-US
01_character,若藻,Wakamo,en-US
01_character,ワカモ,Wakamo,en-US
01_character,와카모,Wakamo,en-US
01_character,วาคาโมะ,Wakamo,en-US
01_character,三森,Mimori,en-US
01_character,ミモリ,Mimori,en-US
01_character,미모리,Mimori,en-US
01_character,มิโมริ,Mimori,en-US
01_character,忧,Ui,en-US
01_character,ウイ,Ui,en-US
01_character,憂,Ui,en-US
01_character,우이,Ui,en-US
01_character,อุย,Ui,en-US
01_character,日向,Hinata,en-US
01_character,ヒナタ,Hinata,en-US
01_character,히나타,Hinata,en-US
01_character,ฮินาตะ,Hinata,en-US
01_character,真里奈,Marina,en-US
01_character,マリナ,Marina,en-US
01_character,瑪麗娜,Marina,en-US
01_character,마리나,Marina,en-US
01_character,มารินะ,Marina,en-US
01_character,宫子,Miyako,en-US
01_character,ミヤコ,Miyako,en-US
01_character,都子,Miyako,en-US
01_character,미야코,Miyako,en-US
01_character,มิยาโกะ,Miyako,en-US
01_character,美游,Miyu,en-US
01_character,ミユ,Miyu,en-US
01_character,美優,Miyu,en-US
01_character,미유,Miyu,en-US
01_character,มิยุ,Miyu,en-US
01_character,月咏,Tsukuyo,en-US
01_character,ツクヨ,Tsukuyo,en-US
01_character,月夜,Tsukuyo,en-US
01_character,츠쿠요,Tsukuyo,en-US
01_character,สึคุโยะ,Tsukuyo,en-US
01_character,美咲,Misaki,en-US
01_character,ミサキ,Misaki,en-US
01_character,미사키,Misaki,en-US
01_character,มิซากิ,Misaki,en-US
01_character,亚津子,Atsuko,en-US
01_character,アツコ,Atsuko,en-US
01_character,敦子,Atsuko,en-US
01_character,아츠코,Atsuko,en-US
01_character,อาสึโกะ,Atsuko,en-US
01_character,若藻（泳装）,Wakamo (Swimsuit),en-US
01_character,ワカモ（水着）,Wakamo (Swimsuit),en-US
01_character,若藻(泳裝),Wakamo (Swimsuit),en-US
01_character,와카모(수영복),Wakamo (Swimsuit),en-US
01_character,วาคาโมะ (ชุดว่ายน้ำ),Wakamo (Swimsuit),en-US
01_character,野宫（泳装）,Nonomi (Swimsuit),en-US
01_character,ノノミ（水着）,Nonomi (Swimsuit),en-US
01_character,野乃美(泳裝),Nonomi (Swimsuit),en-US
01_character,노노미(수영복),Nonomi (Swimsuit),en-US
01_character,โนโนมิ (ชุดว่ายน้ำ),Nonomi (Swimsuit),en-US
