category,category_label,id,term,src_table
01_character,角色名称,AffinityLevel.2068.1,Soulmate,AffinityLevel.json
01_character,角色名称,BoardNPC.173174.1,Bernina & Virigia,BoardNPC.json
01_character,角色名称,BoardNPC.713503.1,Valentine's Day Mistique,BoardNPC.json
01_character,角色名称,BoardNPC.9102.1,Willow,BoardNPC.json
01_character,角色名称,BoardNPC.9131.1,Bloc,BoardNPC.json
01_character,角色名称,BoardNPC.9159.1,Horizon,BoardNPC.json
01_character,角色名称,BoardNPC.916402.1,Iori,BoardNPC.json
01_character,角色名称,Character.103.1,Amber,Character.json
01_character,角色名称,Character.107.1,Tilia,Character.json
01_character,角色名称,Character.108.1,Kasimira,Character.json
01_character,角色名称,Character.110.1,Firenze,Character.json
01_character,角色名称,Character.111.1,Iris,Character.json
01_character,角色名称,Character.112.1,Noya,Character.json
01_character,角色名称,Character.113.1,Shimiao,Character.json
01_character,角色名称,Character.114.1,Chaton,Character.json
01_character,角色名称,Character.115.1,Firefly,Character.json
01_character,角色名称,Character.116.1,Ridge,Character.json
01_character,角色名称,Character.117.1,Jinglin,Character.json
01_character,角色名称,Character.118.1,Coronis,Character.json
01_character,角色名称,Character.119.1,Nanoha,Character.json
01_character,角色名称,Character.120.1,Canace,Character.json
01_character,角色名称,Character.123.1,Ann,Character.json
01_character,角色名称,Character.125.1,Freesia,Character.json
01_character,角色名称,Character.126.1,Flora,Character.json
01_character,角色名称,Character.127.1,Teresa,Character.json
01_character,角色名称,Character.130.1,Donna,Character.json
01_character,角色名称,Character.132.1,Minova,Character.json
01_character,角色名称,Character.133.1,Nazuka,Character.json
01_character,角色名称,Character.134.1,Fuyuka,Character.json
01_character,角色名称,Character.135.1,Mistique,Character.json
01_character,角色名称,Character.137.1,Eleanor,Character.json
01_character,角色名称,Character.140.1,Sparkla,Character.json
01_character,角色名称,Character.141.1,Chixia,Character.json
01_character,角色名称,Character.142.1,Cosette,Character.json
01_character,角色名称,Character.143.1,Wraith,Character.json
01_character,角色名称,Character.144.1,Chitose,Character.json
01_character,角色名称,Character.145.1,Otoha,Character.json
01_character,角色名称,Character.147.1,Caramel,Character.json
01_character,角色名称,Character.149.1,Gerie,Character.json
01_character,角色名称,Character.150.1,Laru,Character.json
01_character,角色名称,Character.155.1,Shia,Character.json
01_character,角色名称,Character.156.1,Nazuna,Character.json
01_character,角色名称,Character.157.1,Karin,Character.json
01_character,角色名称,Character.158.1,Snowish Laru,Character.json
01_character,角色名称,Character.159.1,Springseek Coronis,Character.json
01_character,角色名称,Character.160.1,Suntide Willow,Character.json
01_character,角色名称,CharacterArchiveBaseInfo.10301.1,Name,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10302.1,Birthday,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10303.1,Affiliation,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10304.1,Skills,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10305.1,Address,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10306.1,Experience,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10307.1,Weapon,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10308.1,Rate,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.11008.1,Rate,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.11408.1,Rate,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.11908.1,Rate,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.12608.1,Rate,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.13008.1,Rate,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14008.1,Rate,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14108.1,Rate,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14301.1,Name,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14508.1,Rate,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterDes.103.1,Si Bai,CharacterDes.json
01_character,角色名称,CharacterDes.107.1,Chen Yu,CharacterDes.json
01_character,角色名称,CharacterDes.108.1,Li Chanfei,CharacterDes.json
01_character,角色名称,CharacterDes.110.1,Zi Yin,CharacterDes.json
01_character,角色名称,CharacterDes.111.1,Chen Zhang,CharacterDes.json
01_character,角色名称,CharacterDes.112.1,Kiyo,CharacterDes.json
01_character,角色名称,CharacterDes.113.1,Chen Yang,CharacterDes.json
01_character,角色名称,CharacterDes.114.1,Raby,CharacterDes.json
01_character,角色名称,CharacterDes.115.1,Liu Wen,CharacterDes.json
01_character,角色名称,CharacterDes.116.1,Zhang Kaixuan,CharacterDes.json
01_character,角色名称,CharacterDes.117.1,Han Jiaojiao,CharacterDes.json
01_character,角色名称,CharacterDes.118.1,Zhou Yuhan,CharacterDes.json
01_character,角色名称,CharacterDes.119.1,Dou Nai,CharacterDes.json
01_character,角色名称,CharacterDes.120.1,Liang Shuang,CharacterDes.json
01_character,角色名称,CharacterDes.123.1,Jing Chen,CharacterDes.json
01_character,角色名称,CharacterDes.125.1,Zhang Ye,CharacterDes.json
01_character,角色名称,CharacterDes.126.1,Mu Fei,CharacterDes.json
01_character,角色名称,CharacterDes.127.1,Jing Liu,CharacterDes.json
01_character,角色名称,CharacterDes.130.1,Su Wan,CharacterDes.json
01_character,角色名称,CharacterDes.132.1,Yang Qingjiang,CharacterDes.json
01_character,角色名称,CharacterDes.133.1,Liu Fourteen,CharacterDes.json
01_character,角色名称,CharacterDes.134.1,Liu Yilei,CharacterDes.json
01_character,角色名称,CharacterDes.135.1,Wu Zheru,CharacterDes.json
01_character,角色名称,CharacterDes.137.1,Shi Conghao,CharacterDes.json
01_character,角色名称,CharacterDes.140.1,Song Zhengnan,CharacterDes.json
01_character,角色名称,CharacterDes.141.1,Tang Xiafang,CharacterDes.json
01_character,角色名称,CharacterDes.142.1,Tang Meng,CharacterDes.json
