category,category_label,id,term,src_table
01_character,角色名称,Student.10000,อารุ,students.json
01_character,角色名称,Student.10001,เอมิ,students.json
01_character,角色名称,Student.10002,ฮารุนะ,students.json
01_character,角色名称,Student.10003,ฮิฟุมิ,students.json
01_character,角色名称,Student.10004,ฮินะ,students.json
01_character,角色名称,Student.10005,โฮชิโนะ,students.json
01_character,角色名称,Student.10006,อิโอริ,students.json
01_character,角色名称,Student.10007,มากิ,students.json
01_character,角色名称,Student.10008,เนรุ,students.json
01_character,角色名称,Student.10009,อิซุมิ,students.json
01_character,角色名称,Student.10010,ชิโรโกะ,students.json
01_character,角色名称,Student.10011,ชุน,students.json
01_character,角色名称,Student.10012,สึมิเระ,students.json
01_character,角色名称,Student.10013,ซึรุกิ,students.json
01_character,角色名称,Student.10014,อิซุนะ,students.json
01_character,角色名称,Student.10015,อาริสึ,students.json
01_character,角色名称,Student.10016,มิโดริ,students.json
01_character,角色名称,Student.10017,เชริโน่,students.json
01_character,角色名称,Student.10018,ยูสึ,students.json
01_character,角色名称,Student.10019,อาซึสะ,students.json
01_character,角色名称,Student.10020,โคฮารุ,students.json
01_character,角色名称,Student.10021,อาซึสะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10022,ฮินะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10023,อิโอริ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10024,ชิโรโกะ (นักปั่น),students.json
01_character,角色名称,Student.10025,ชุน (วัยเด็ก),students.json
01_character,角色名称,Student.10026,เนรุ (บันนี่เกิร์ล),students.json
01_character,角色名称,Student.10027,คาริน (บันนี่เกิร์ล),students.json
01_character,角色名称,Student.10028,อาสึนะ (บันนี่เกิร์ล),students.json
01_character,角色名称,Student.10029,นัตสึ,students.json
01_character,角色名称,Student.10030,ชินัตสึ (ออนเซ็น),students.json
01_character,角色名称,Student.10031,อารุ (ปีใหม่),students.json
01_character,角色名称,Student.10032,มุสึกิ (ปีใหม่),students.json
01_character,角色名称,Student.10033,วาคาโมะ,students.json
01_character,角色名称,Student.10034,มิโมริ,students.json
01_character,角色名称,Student.10035,อุย,students.json
01_character,角色名称,Student.10036,ฮินาตะ,students.json
01_character,角色名称,Student.10037,มารินะ,students.json
01_character,角色名称,Student.10038,มิยาโกะ,students.json
01_character,角色名称,Student.10039,มิยุ,students.json
01_character,角色名称,Student.10040,สึคุโยะ,students.json
01_character,角色名称,Student.10041,มิซากิ,students.json
01_character,角色名称,Student.10042,อาสึโกะ,students.json
01_character,角色名称,Student.10043,วาคาโมะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10044,โนโนมิ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10045,โฮชิโนะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10046,อิซุนะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10047,ชิเซะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10048,ซาโอริ,students.json
01_character,角色名称,Student.10049,คาซึสะ,students.json
01_character,角色名称,Student.10050,โคโคน่า,students.json
01_character,角色名称,Student.10051,อุทาฮะ (ชุดเชียร์),students.json
01_character,角色名称,Student.10052,โนอา,students.json
01_character,角色名称,Student.10053,ยูกะ (ชุดพละ),students.json
01_character,角色名称,Student.10054,มารี (ชุดพละ),students.json
01_character,角色名称,Student.10055,ชิกุเระ,students.json
01_character,角色名称,Student.10056,เซรินะ (คริสต์มาส),students.json
01_character,角色名称,Student.10057,ฮารุนะ (ปีใหม่),students.json
01_character,角色名称,Student.10058,มิเนะ,students.json
01_character,角色名称,Student.10059,มิกะ,students.json
01_character,角色名称,Student.10060,เมกุ,students.json
01_character,角色名称,Student.10061,ซากุระโกะ,students.json
01_character,角色名称,Student.10062,โทคิ,students.json
01_character,角色名称,Student.10063,โคยูกิ,students.json
01_character,角色名称,Student.10064,คาโยโกะ (ปีใหม่),students.json
01_character,角色名称,Student.10065,คาโฮะ,students.json
01_character,角色名称,Student.10066,อาริสึ (ชุดเมด),students.json
01_character,角色名称,Student.10067,โทคิ (บันนี่เกิร์ล),students.json
01_character,角色名称,Student.10068,เรอิสะ,students.json
01_character,角色名称,Student.10069,รูมิ,students.json
01_character,角色名称,Student.10070,มินะ,students.json
01_character,角色名称,Student.10071,มิยาโกะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10072,ซากิ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10073,อุย (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10074,ฮานาโกะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10075,เมรุ,students.json
01_character,角色名称,Student.10076,โคโทริ (ชุดเชียร์),students.json
01_character,角色名称,Student.10077,อิจิกะ,students.json
01_character,角色名称,Student.10078,คาสุมิ,students.json
01_character,角色名称,Student.10079,มิซากะ มิโคโตะ,students.json
01_character,角色名称,Student.10080,โชคุโฮว มิซากิ,students.json
01_character,角色名称,Student.10081,ยูคาริ,students.json
01_character,角色名称,Student.10082,เรนเกะ,students.json
01_character,角色名称,Student.10083,คิเคียว,students.json
01_character,角色名称,Student.10084,โคทามะ (แคมป์),students.json
01_character,角色名称,Student.10085,ฮาเระ (แคมป์),students.json
01_character,角色名称,Student.10086,ฮินะ (เดรส),students.json
01_character,角色名称,Student.10087,อาโกะ (เดรส),students.json
01_character,角色名称,Student.10088,คาโยโกะ (เดรส),students.json
01_character,角色名称,Student.10089,อารุ (เดรส),students.json
01_character,角色名称,Student.10090,อุมิกะ,students.json
01_character,角色名称,Student.10091,คาซึสะ (วงดนตรี),students.json
01_character,角色名称,Student.10092,โยชิมิ (วงดนตรี),students.json
01_character,角色名称,Student.10093,คิราระ,students.json
01_character,角色名称,Student.10094,โมโมอิ (ชุดเมด),students.json
01_character,角色名称,Student.10095,มิโดริ (ชุดเมด),students.json
01_character,角色名称,Student.10096,คันนะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10097,โมเอะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10098,โฮชิโนะ (คอมแบต),students.json
01_character,角色名称,Student.10100,ชิโรโกะ (เทอเรอร์),students.json
01_character,角色名称,Student.10101,ซาโอริ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10102,ฮิโยริ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.10103,มารินะ (กี่เผ้า),students.json
01_character,角色名称,Student.10104,เรย์โจ,students.json
01_character,角色名称,Student.10105,มารี (ไอดอล),students.json
01_character,角色名称,Student.10106,ซากุระโกะ (ไอดอล),students.json
01_character,角色名称,Student.10107,จิอากิ,students.json
01_character,角色名称,Student.10108,ยูกะ (ชุดนอน),students.json
01_character,角色名称,Student.10109,โนอา (ชุดนอน),students.json
01_character,角色名称,Student.13000,อาคาเนะ,students.json
01_character,角色名称,Student.13001,ชิเซะ,students.json
01_character,角色名称,Student.13002,อาคาริ,students.json
01_character,角色名称,Student.13003,ฮาสุมิ,students.json
01_character,角色名称,Student.13004,โนโนมิ,students.json
01_character,角色名称,Student.13005,คาโยโกะ,students.json
01_character,角色名称,Student.13006,มุสึกิ,students.json
01_character,角色名称,Student.13007,จุนโกะ,students.json
01_character,角色名称,Student.13008,เซริกะ,students.json
01_character,角色名称,Student.13009,สึบากิ,students.json
01_character,角色名称,Student.13010,ยูกะ,students.json
01_character,角色名称,Student.13011,โมโมอิ,students.json
01_character,角色名称,Student.13012,คิริโนะ,students.json
01_character,角色名称,Student.13013,โมมิจิ,students.json
01_character,角色名称,Student.16000,ฮารุกะ,students.json
01_character,角色名称,Student.16001,อาสึนะ,students.json
01_character,角色名称,Student.16002,โคโทริ,students.json
01_character,角色名称,Student.16003,สึซึมิ,students.json
01_character,角色名称,Student.16004,พีน่า,students.json
01_character,角色名称,Student.16005,ซึรุกิ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.16006,อิซุมิ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.16007,โทโมเอะ,students.json
01_character,角色名称,Student.16008,ฟุบุกิ,students.json
01_character,角色名称,Student.16009,มิจิรุ,students.json
01_character,角色名称,Student.16010,ฮิบิกิ (ชุดเชียร์),students.json
01_character,角色名称,Student.16011,ฮาสุมิ (ชุดพละ),students.json
01_character,角色名称,Student.16012,จุนโกะ (ปีใหม่),students.json
01_character,角色名称,Student.16013,โคฮารุ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.16014,อิบูกิ,students.json
01_character,角色名称,Student.16015,ไอริ (วงดนตรี),students.json
01_character,角色名称,Student.16016,มิเนะ (ไอดอล),students.json
01_character,角色名称,Student.20000,ฮิบิกิ,students.json
01_character,角色名称,Student.20001,คาริน,students.json
01_character,角色名称,Student.20002,ซายะ,students.json
01_character,角色名称,Student.20003,มาชิโระ,students.json
01_character,角色名称,Student.20004,มาชิโระ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.20005,ฮิฟุมิ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.20006,ซายะ (ชุดลำลอง),students.json
01_character,角色名称,Student.20007,ฮัตสึเนะ มิกุ,students.json
01_character,角色名称,Student.20008,อาโกะ,students.json
01_character,角色名称,Student.20009,เชริโน่ (ออนเซ็น),students.json
01_character,角色名称,Student.20010,โนโดกะ (ออนเซ็น),students.json
01_character,角色名称,Student.20011,เซริกะ (ปีใหม่),students.json
01_character,角色名称,Student.20012,เซนะ,students.json
01_character,角色名称,Student.20013,จิฮิโระ,students.json
01_character,角色名称,Student.20014,ซากิ,students.json
01_character,角色名称,Student.20015,คาเอเดะ,students.json
01_character,角色名称,Student.20016,อิโรฮะ,students.json
01_character,角色名称,Student.20017,ฮิโยริ,students.json
01_character,角色名称,Student.20018,โมเอะ,students.json
01_character,角色名称,Student.20019,อาคาเนะ (บันนี่เกิร์ล),students.json
01_character,角色名称,Student.20020,ฮิมาริ,students.json
01_character,角色名称,Student.20021,ฮานาเอะ (คริสต์มาส),students.json
01_character,角色名称,Student.20022,ฟูกะ (ปีใหม่),students.json
01_character,角色名称,Student.20023,คันนะ,students.json
01_character,角色名称,Student.20024,นางิสะ,students.json
01_character,角色名称,Student.20025,ฮารุกะ (ปีใหม่),students.json
01_character,角色名称,Student.20026,มิโนริ,students.json
01_character,角色名称,Student.20027,ชิโรโกะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.20028,ฮินาตะ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.20029,มิโมริ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.20030,ฮารุนะ (ชุดพละ),students.json
01_character,角色名称,Student.20031,ชิกุเระ (ออนเซ็น),students.json
01_character,角色名称,Student.20032,เอมิ (ชุดว่ายน้ำ),students.json
01_character,角色名称,Student.20033,มาโคโตะ,students.json
01_character,角色名称,Student.20034,อาคาริ (ปีใหม่),students.json
