category,category_label,id,term,src_table
01_character,角色名称,AffinityLevel.2068.1,영혼단짝,AffinityLevel.json
01_character,角色名称,BoardNPC.173174.1,베르너&베르주,BoardNPC.json
01_character,角色名称,BoardNPC.713503.1,발렌타인 미스티,BoardNPC.json
01_character,角色名称,BoardNPC.9102.1,윌로,BoardNPC.json
01_character,角色名称,BoardNPC.9131.1,블롯치,BoardNPC.json
01_character,角色名称,BoardNPC.9159.1,카나타,BoardNPC.json
01_character,角色名称,BoardNPC.916402.1,이오리,BoardNPC.json
01_character,角色名称,Character.103.1,코하쿠,Character.json
01_character,角色名称,Character.107.1,틸리아,Character.json
01_character,角色名称,Character.108.1,카시미라,Character.json
01_character,角色名称,Character.110.1,피렌,Character.json
01_character,角色名称,Character.111.1,아야메,Character.json
01_character,角色名称,Character.112.1,세이나,Character.json
01_character,角色名称,Character.113.1,시먀오,Character.json
01_character,角色名称,Character.114.1,샤통,Character.json
01_character,角色名称,Character.115.1,호타루,Character.json
01_character,角色名称,Character.116.1,레이센,Character.json
01_character,角色名称,Character.117.1,징린,Character.json
01_character,角色名称,Character.118.1,크루니스,Character.json
01_character,角色名称,Character.119.1,나노하,Character.json
01_character,角色名称,Character.120.1,카나체,Character.json
01_character,角色名称,Character.123.1,안즈,Character.json
01_character,角色名称,Character.125.1,프리지아,Character.json
01_character,角色名称,Character.126.1,플로라,Character.json
01_character,角色名称,Character.127.1,테레사,Character.json
01_character,角色名称,Character.130.1,토나,Character.json
01_character,角色名称,Character.132.1,미네르바,Character.json
01_character,角色名称,Character.133.1,나츠카,Character.json
01_character,角色名称,Character.134.1,후유카,Character.json
01_character,角色名称,Character.135.1,미스티,Character.json
01_character,角色名称,Character.137.1,엘레노어,Character.json
01_character,角色名称,Character.140.1,스파클,Character.json
01_character,角色名称,Character.141.1,치시아,Character.json
01_character,角色名称,Character.142.1,코제트,Character.json
01_character,角色名称,Character.143.1,레이스,Character.json
01_character,角色名称,Character.144.1,치토세,Character.json
01_character,角色名称,Character.145.1,오토하,Character.json
01_character,角色名称,Character.147.1,캐러멜,Character.json
01_character,角色名称,Character.149.1,그레이,Character.json
01_character,角色名称,Character.150.1,라루,Character.json
01_character,角色名称,Character.155.1,시아,Character.json
01_character,角色名称,Character.156.1,나즈나,Character.json
01_character,角色名称,Character.157.1,카린,Character.json
01_character,角色名称,Character.158.1,라루(이브),Character.json
01_character,角色名称,Character.159.1,크루니스(새해),Character.json
01_character,角色名称,Character.160.1,윌로(여름),Character.json
01_character,角色名称,CharacterArchiveBaseInfo.10301.1,이름,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10302.1,생일,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10303.1,소속,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10304.1,스킬,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10305.1,주소,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10306.1,경력,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10307.1,무기,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.10308.1,급여,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.11008.1,급여,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.11408.1,급여,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.11908.1,급여,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.12608.1,급여,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.13008.1,급여,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14008.1,급여,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14108.1,급여,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14301.1,이름,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterArchiveBaseInfo.14508.1,급여,CharacterArchiveBaseInfo.json
01_character,角色名称,CharacterDes.103.1,Si Bai,CharacterDes.json
01_character,角色名称,CharacterDes.107.1,Chen Yu,CharacterDes.json
01_character,角色名称,CharacterDes.108.1,Li Chanfei,CharacterDes.json
01_character,角色名称,CharacterDes.110.1,Zi Yin,CharacterDes.json
01_character,角色名称,CharacterDes.111.1,Chen Zhang,CharacterDes.json
01_character,角色名称,CharacterDes.112.1,Kiyo,CharacterDes.json
01_character,角色名称,CharacterDes.113.1,Chen Yang,CharacterDes.json
01_character,角色名称,CharacterDes.114.1,Raby,CharacterDes.json
01_character,角色名称,CharacterDes.115.1,Liu Wen,CharacterDes.json
01_character,角色名称,CharacterDes.116.1,Zhang Kaixuan,CharacterDes.json
01_character,角色名称,CharacterDes.117.1,Han Jiaojiao,CharacterDes.json
01_character,角色名称,CharacterDes.118.1,Zhou Yuhan,CharacterDes.json
01_character,角色名称,CharacterDes.119.1,Dou Nai,CharacterDes.json
01_character,角色名称,CharacterDes.120.1,Liang Shuang,CharacterDes.json
01_character,角色名称,CharacterDes.123.1,Jing Chen,CharacterDes.json
01_character,角色名称,CharacterDes.125.1,Zhang Ye,CharacterDes.json
01_character,角色名称,CharacterDes.126.1,Mu Fei,CharacterDes.json
01_character,角色名称,CharacterDes.127.1,Jing Liu,CharacterDes.json
01_character,角色名称,CharacterDes.130.1,Su Wan,CharacterDes.json
01_character,角色名称,CharacterDes.132.1,Yang Qingjiang,CharacterDes.json
01_character,角色名称,CharacterDes.133.1,Liu Shisi,CharacterDes.json
01_character,角色名称,CharacterDes.134.1,Liu Yilei,CharacterDes.json
01_character,角色名称,CharacterDes.135.1,Wu Zheru,CharacterDes.json
01_character,角色名称,CharacterDes.137.1,Shi Conghao,CharacterDes.json
01_character,角色名称,CharacterDes.140.1,Song Zhengnan,CharacterDes.json
01_character,角色名称,CharacterDes.141.1,Tang Xiafang,CharacterDes.json
01_character,角色名称,CharacterDes.142.1,Tang Meng,CharacterDes.json
01_character,角色名称,CharacterDes.143.1,Wang Meixin,CharacterDes.json
01_character,角色名称,CharacterDes.144.1,Zhang Mengjiao,CharacterDes.json
01_character,角色名称,CharacterDes.145.1,Zhang Anqi,CharacterDes.json
01_character,角色名称,CharacterDes.147.1,Cai Shujin,CharacterDes.json
01_character,角色名称,CharacterDes.150.1,Song Yuanyuan,CharacterDes.json
01_character,角色名称,CharacterDes.155.1,Vila,CharacterDes.json
01_character,角色名称,CharacterDes.156.1,Xie Ying,CharacterDes.json
01_character,角色名称,CharacterDes.157.1,카린,CharacterDes.json
01_character,角色名称,CharacterDes.160.1,mace,CharacterDes.json
01_character,角色名称,CharacterSkin.10301.1,코하쿠-기본,CharacterSkin.json
01_character,角色名称,CharacterSkin.10302.1,코하쿠-각성,CharacterSkin.json
01_character,角色名称,CharacterSkin.10303.1,어흥냥이,CharacterSkin.json
01_character,角色名称,CharacterSkin.10304.1,느긋한 여름의 초대장,CharacterSkin.json
01_character,角色名称,CharacterSkin.10701.1,틸리아-기본,CharacterSkin.json
01_character,角色名称,CharacterSkin.10702.1,틸리아-각성,CharacterSkin.json
01_character,角色名称,CharacterSkin.10703.1,이것이 나의 정의!,CharacterSkin.json
01_character,角色名称,CharacterSkin.10704.1,눈부시게 당당하게,CharacterSkin.json
01_character,角色名称,CharacterSkin.10801.1,카시미라-기본,CharacterSkin.json
01_character,角色名称,CharacterSkin.10802.1,카시미라-각성,CharacterSkin.json
01_character,角色名称,CharacterSkin.11001.1,피렌-기본,CharacterSkin.json
01_character,角色名称,CharacterSkin.11002.1,피렌-각성,CharacterSkin.json
01_character,角色名称,CharacterSkin.11101.1,아야메-기본,CharacterSkin.json
01_character,角色名称,CharacterSkin.11102.1,아야메-각성,CharacterSkin.json
01_character,角色名称,CharacterSkin.11103.1,1/365의 그대와,CharacterSkin.json
01_character,角色名称,CharacterSkin.11104.1,기쁜 이 순간 물결을 타고,CharacterSkin.json
01_character,角色名称,CharacterSkin.11201.1,세이나-기본,CharacterSkin.json
