category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
11_skill,技能,Skill.10000.Ex,冷酷无情射击,ハードボイルドショット,Hardboiled Shot,Hard-Boiled Shot,하드보일드 샷,กระสุนแห่งความร้ายกาจ,students.json:Skills
11_skill,技能,Skill.10000.Public,黑色攻击,ノワールシュート,Noir Shoot,Noir Attack,느와르 어택,นัวร์ แอทแท็ค!,students.json:Skills
11_skill,技能,Skill.10000.GearPublic,黑色攻击+,ノワールシュート+,Noir Shoot+,Noir Attack+,느와르 어택+,นัวร์ แอทแท็ค!+,students.json:Skills
11_skill,技能,Skill.10000.Passive,社长的威严,社長の威厳,社長的威嚴,The Gravity of a Boss,사장님의 위엄,เกียรติภูมิของหัวหน้า,students.json:Skills
11_skill,技能,Skill.10000.WeaponPassive,社长的威严+,社長の威厳+,社長的威嚴+,The Gravity of a Boss+,사장님의 위엄+,เกียรติภูมิของหัวหน้า+,students.json:Skills
11_skill,技能,Skill.10000.ExtraPassive,法外狂徒之路,アウトローの流儀,亡命之徒的作風,Way of the Outlaw,무법자의 길,วิถีคนนอกรีต,students.json:Skills
11_skill,技能,Skill.10001.Ex,不屈的意志,不屈の意志,不屈的意志,Undying Will,불굴의 의지,ความตั้งใจที่ไม่ย่อท้อ,students.json:Skills
11_skill,技能,Skill.10001.Public,执念的猛击,執念の猛撃,執念的猛擊,Single-Minded Assault,집념의 맹격,โจมตีเด็ดเดี่ยว,students.json:Skills
11_skill,技能,Skill.10001.GearPublic,执念的猛击+,執念の猛撃+,執念的猛擊+,Single-Minded Assault+,집념의 맹격+,โจมตีเด็ดเดี่ยว+,students.json:Skills
11_skill,技能,Skill.10001.Passive,专家的休憩,スペシャリストの休憩,專家的休息,Specialist's Respite,스페셜리스트의 휴식,การพักผ่อนของผู้เชี่ยวชาญ,students.json:Skills
11_skill,技能,Skill.10001.WeaponPassive,专家的休憩+,スペシャリストの休憩+,專家的休息+,Specialist's Respite+,스페셜리스트의 휴식+,การพักผ่อนของผู้เชี่ยวชาญ+,students.json:Skills
11_skill,技能,Skill.10001.ExtraPassive,强韧的精神力,強靱な精神力,強韌的精神力,Iron Will,강인한 정신력,จิตใจที่แข็งแกร่ง,students.json:Skills
11_skill,技能,Skill.10002.Ex,优雅地贯穿,貫くエレガンス,貫穿 Elegance,Piercing Elegance,꿰뚫는 엘레강스,สง่างามทะลุเกราะ,students.json:Skills
11_skill,技能,Skill.10002.Public,爆炸的异国风情,爆発するエキゾチック,爆炸 Exotic,Exotic Explosives,폭발하는 엑조틱,ระเบิดเอ็กซ์โซติก,students.json:Skills
11_skill,技能,Skill.10002.Passive,美食家的品格,美食家の気品,美食家的品格,Gourmand's Honor,미식가의 기품,ศักดิ์ศรีของนักชิม,students.json:Skills
11_skill,技能,Skill.10002.WeaponPassive,美食家的品格+,美食家の気品+,美食家的品格+,Gourmand's Honor+,미식가의 기품+,ศักดิ์ศรีของนักชิม+,students.json:Skills
11_skill,技能,Skill.10002.ExtraPassive,美食家的严谨,美食家の冷静さ,美食家的沉著,Prudent Connoisseur,미식가의 신중함,ความสุขุมของนักชิม,students.json:Skills
11_skill,技能,Skill.10003.Ex,佩洛洛大人，快帮帮我！,助けて、ペロロ様！,幫幫我，佩洛洛大人！,"Help Me, Peroro!","도와줘요, 페로로 님!",ท่านเพโรโร่ออกโรง!,students.json:Skills
11_skill,技能,Skill.10003.Public,佩洛洛大人的助威,ペロロ様の応援,佩洛洛大人的應援,Peroro's Support,페로로 님의 응원,กำลังใจของท่านเพโรโร่,students.json:Skills
11_skill,技能,Skill.10003.Passive,收藏家的韧性,コレクター根性,收藏家的毅力,Collector's Spirit,수집가의 근성,ความกล้าของนักสะสม,students.json:Skills
11_skill,技能,Skill.10003.WeaponPassive,收藏家的韧性+,コレクター根性+,收藏家的毅力+,Collector's Spirit+,수집가의 근성+,ความกล้าของนักสะสม+,students.json:Skills
11_skill,技能,Skill.10003.ExtraPassive,敏捷的收藏家,すばしっこいコレクター,敏捷的收藏家,Agile Collector,민첩한 수집가,นักสะสมผู้ฉับไว,students.json:Skills
11_skill,技能,Skill.10004.Ex,终幕：伊施波设,終幕：イシュ・ボシェテ,終幕：Ish-bosheth,Denouement: Ishbosheth,종막: 이스보셋,ปิดฉาก: อิชโบเชท,students.json:Skills
11_skill,技能,Skill.10004.Public,重装与毁灭,リロードアンドデストロイ,Reload & Destroy,Lock & Load,리로드 앤 디스트로이,โหลดกระสุนและทำลาย!,students.json:Skills
11_skill,技能,Skill.10004.GearPublic,换弹与摧毁＋,リロードアンドデストロイ＋,Reload & Destroy+,Lock & Load+,리로드 앤 디스트로이+,โหลดกระสุนและทำลาย!+,students.json:Skills
11_skill,技能,Skill.10004.Passive,冷静的风纪委员会,冷徹な風紀委員会,冷靜的風紀委員會,Prefect Team Member Judgment,선도부의 냉철,ความเยือกเย็นของกรรมการวินัย,students.json:Skills
11_skill,技能,Skill.10004.WeaponPassive,冷静的风纪委员会+,冷徹な風紀委員会+,冷靜的風紀委員會+,Prefect Team Member Judgment+,선도부의 냉철+,ความเยือกเย็นของกรรมการวินัย+,students.json:Skills
11_skill,技能,Skill.10004.ExtraPassive,彻头彻尾,徹頭徹尾,徹頭徹尾,Out-and-Out,철두철미,ความมุ่งมั่นที่แรงกล้า,students.json:Skills
11_skill,技能,Skill.10005.Ex,战术镇压,戦術的鎮圧,戰術鎮壓,Tactical Suppression,전술 진압,กลยุทธ์พิชิต,students.json:Skills
11_skill,技能,Skill.10005.Public,急救治疗,応急手当,急救,Emergency First Aid,응급 치료,รักษาฉุกเฉิน,students.json:Skills
11_skill,技能,Skill.10005.GearPublic,急救＋,応急手当＋,急救+,Emergency First Aid+,응급 치료+,รักษาฉุกเฉิน+,students.json:Skills
11_skill,技能,Skill.10005.Passive,对策委员长,対策委員会の委員長,對策委員會的委員長,Foreclosure Task Force President,대책위원회의 부장,ประธานคณะกรรมการแผนงาน,students.json:Skills
11_skill,技能,Skill.10005.WeaponPassive,对策委员长+,対策委員会の委員長+,對策委員會的委員長+,Foreclosure Task Force President+,대책위원회의 부장+,ประธานคณะกรรมการแผนงาน+,students.json:Skills
11_skill,技能,Skill.10005.ExtraPassive,熟练镇压,鎮圧のベテラン,鎮壓老手,Expert Suppression,진압 숙련,ยอดนักพิชิต,students.json:Skills
11_skill,技能,Skill.10006.Ex,一网打尽,一網打尽,一網打盡,Major Roundup,일망타진,กระสุนสายฟ้า,students.json:Skills
11_skill,技能,Skill.10006.Public,悬赏通缉,指名手配,懸賞通緝,Bounty,현상수배,ประกาศจับ,students.json:Skills
11_skill,技能,Skill.10006.Passive,一发必中,一撃必中,一擊必中,One-Shot Bullseye,일발필중,กระสุนพิฆาต,students.json:Skills
11_skill,技能,Skill.10006.WeaponPassive,一发必中+,一撃必中+,一擊必中+,One-Shot Bullseye+,일발필중+,กระสุนพิฆาต+,students.json:Skills
11_skill,技能,Skill.10006.ExtraPassive,风纪委员的胆量,風紀委員の度胸,風紀委員的膽量,Prefect Team Nerve,선도부원의 담력,ความกล้าของกรรมการวินัย,students.json:Skills
11_skill,技能,Skill.10007.Ex,让世界更加鲜艳！,世界をもっと色鮮やかに！,讓世界更加鮮豔！,World Beautification!,세상을 더 아름답게!,เนรมิตโลกงาม!,students.json:Skills
11_skill,技能,Skill.10007.Public,投掷油漆弹！,くらえ、ペイントボール！,接招吧，漆彈！,Paintball Lob!,페인트 볼 투척!,ยิงลูกเพนท์บอล!,students.json:Skills
11_skill,技能,Skill.10007.Passive,华丽演出,芸術的な演出,藝術性的演出,Dazzling Display,화려한 연출,การจัดแสดงที่สง่างาม,students.json:Skills
11_skill,技能,Skill.10007.WeaponPassive,华丽演出+,芸術的な演出+,藝術性的演出+,Dazzling Display+,화려한 연출+,การจัดแสดงที่สง่างาม+,students.json:Skills
11_skill,技能,Skill.10007.ExtraPassive,艺术的苦痛,芸術の苦しみ,藝術的痛苦,Suffering for Art,예술의 고통,ความเจ็บปวดแห่งศิลปะ,students.json:Skills
11_skill,技能,Skill.10008.Ex,啊~？活腻了吧你？,あぁ？ぶっ殺されてぇか？,啊？找死嗎？,You Got a Death Wish or Somethin'?,아앙~? 죽인다?,อ๊ะ~? เดี๋ยวก็ฆ่าซะหรอก!,students.json:Skills
11_skill,技能,Skill.10008.Public,啊~？把我当傻子是吧？！,あぁ？ふざけんな！,啊？開什麼玩笑！,Cruisin' for a Bruisin'!,아앙~? 까불지마!,อ๊ะ~? อย่าซ่าให้มันมากนักนะ!,students.json:Skills
11_skill,技能,Skill.10008.GearPublic,啊~？把我当傻子是吧？！+,あぁ？ふざけんな！+,啊？開什麼玩笑！+,Cruisin' for a Bruisin'!+,아앙~? 까불지마!+,อ๊ะ~? อย่าซ่าให้มันมากนักนะ!+,students.json:Skills
11_skill,技能,Skill.10008.Passive,代号00,コールサインダブルオー,Call Sign Double O,Call Sign Double O,코드명 더블오,โค้ดเนมดับเบิ้ลโอ,students.json:Skills
11_skill,技能,Skill.10008.WeaponPassive,代号00+,コールサインダブルオー+,Call Sign Double O+,Call Sign Double O+,코드명 더블오+,โค้ดเนมดับเบิ้ลโอ+,students.json:Skills
11_skill,技能,Skill.10008.ExtraPassive,愤怒强化,激昂,激昂,Enhanced Rage,분노 강화,โกรธทะลุจุดเดือด,students.json:Skills
11_skill,技能,Skill.10009.Ex,芝士巧克力汉堡~,チーズチョコレートバーガー！,起司巧克力漢堡──！,Cheese 'n' Chocolate Hamburger!,치즈 초콜릿 햄버거~,ชีส ช็อกโกแลต แฮมเบอร์เกอร์~,students.json:Skills
11_skill,技能,Skill.10009.Public,瞄准，砰！,よーーい、BANG！,預──備，BANG！,"Ready, Set, Boom!","준비하고, 빠앙!",เตรียมตัวและ...ยิง!,students.json:Skills
11_skill,技能,Skill.10009.GearPublic,瞄准，砰！+,よーーい、BANG！+,預──備，BANG！+,"Ready, Set, Boom!+","준비하고, 빠앙!+",เตรียมตัวและ...ยิง!+,students.json:Skills
11_skill,技能,Skill.10009.Passive,接下来吃什么呢？,次は何を食べよっか？,下一個要吃什麼呢？,What to Eat Next?,또 뭘 먹지?,กินอะไรอีกดีน๊า?,students.json:Skills
11_skill,技能,Skill.10009.WeaponPassive,接下来吃什么呢？+,次は何を食べよっか？+,下一個要吃什麼呢？+,What to Eat Next?+,또 뭘 먹지?+,กินอะไรอีกดีน๊า?+,students.json:Skills
