category,source,target,tgt_lng
01_character,Soulmate,灵魂伴侣,zh-CN
01_character,魂の伴侶,灵魂伴侣,zh-CN
01_character,영혼단짝,灵魂伴侣,zh-CN
01_character,靈魂伴侶,灵魂伴侣,zh-CN
01_character,Bernina & Virigia,珀尔娜&维嘉尔,zh-CN
01_character,ヴェルナー&ヴェルジュ,珀尔娜&维嘉尔,zh-CN
01_character,베르너&베르주,珀尔娜&维嘉尔,zh-CN
01_character,珀爾娜&維嘉爾,珀尔娜&维嘉尔,zh-CN
01_character,Valentine's Day Mistique,情人节雾语,zh-CN
01_character,ミスティ,情人节雾语,zh-CN
01_character,발렌타인 미스티,情人节雾语,zh-CN
01_character,情人節霧語,情人节雾语,zh-CN
01_character,Willow,薇洛,zh-CN
01_character,ウィロー,薇洛,zh-CN
01_character,윌로,薇洛,zh-CN
01_character,Bloc,布洛克,zh-CN
01_character,ブロッチ,布洛克,zh-CN
01_character,블롯치,布洛克,zh-CN
01_character,布洛可,布洛克,zh-CN
01_character,Horizon,彼岸,zh-CN
01_character,カナタ,彼岸,zh-CN
01_character,카나타,彼岸,zh-CN
01_character,Iori,伊织,zh-CN
01_character,イオリ,伊织,zh-CN
01_character,이오리,伊织,zh-CN
01_character,伊織,伊织,zh-CN
01_character,Amber,琥珀,zh-CN
01_character,コハク,琥珀,zh-CN
01_character,코하쿠,琥珀,zh-CN
01_character,Tilia,缇莉娅,zh-CN
01_character,ティリア,缇莉娅,zh-CN
01_character,틸리아,缇莉娅,zh-CN
01_character,緹莉婭,缇莉娅,zh-CN
01_character,Kasimira,卡西米拉,zh-CN
01_character,カシミラ,卡西米拉,zh-CN
01_character,카시미라,卡西米拉,zh-CN
01_character,Firenze,翡冷翠,zh-CN
01_character,フィレン,翡冷翠,zh-CN
01_character,피렌,翡冷翠,zh-CN
01_character,Iris,鸢尾,zh-CN
01_character,アヤメ,鸢尾,zh-CN
01_character,아야메,鸢尾,zh-CN
01_character,鳶尾,鸢尾,zh-CN
01_character,Noya,尘沙,zh-CN
01_character,セイナ,尘沙,zh-CN
01_character,세이나,尘沙,zh-CN
01_character,塵沙,尘沙,zh-CN
01_character,Shimiao,师渺,zh-CN
01_character,シーミャオ,师渺,zh-CN
01_character,시먀오,师渺,zh-CN
01_character,師渺,师渺,zh-CN
01_character,Chaton,猫眼,zh-CN
01_character,シャトン,猫眼,zh-CN
01_character,샤통,猫眼,zh-CN
01_character,貓眼,猫眼,zh-CN
01_character,Firefly,火垂,zh-CN
01_character,ホタル,火垂,zh-CN
01_character,호타루,火垂,zh-CN
01_character,Ridge,岭川,zh-CN
01_character,レイセン,岭川,zh-CN
01_character,레이센,岭川,zh-CN
01_character,嶺川,岭川,zh-CN
01_character,Jinglin,璟麟,zh-CN
01_character,ジンリン,璟麟,zh-CN
01_character,징린,璟麟,zh-CN
01_character,Coronis,科洛妮丝,zh-CN
01_character,クルニス,科洛妮丝,zh-CN
01_character,크루니스,科洛妮丝,zh-CN
01_character,柯洛妮絲,科洛妮丝,zh-CN
01_character,Nanoha,花原,zh-CN
01_character,ナノハ,花原,zh-CN
01_character,나노하,花原,zh-CN
01_character,Canace,卡娜丝,zh-CN
01_character,カナーチェ,卡娜丝,zh-CN
01_character,카나체,卡娜丝,zh-CN
01_character,卡娜絲,卡娜丝,zh-CN
01_character,Ann,杏子,zh-CN
01_character,アンズ,杏子,zh-CN
01_character,안즈,杏子,zh-CN
01_character,Freesia,苍兰,zh-CN
01_character,フリージア,苍兰,zh-CN
01_character,프리지아,苍兰,zh-CN
01_character,蒼蘭,苍兰,zh-CN
01_character,Flora,紫槿,zh-CN
01_character,フローラ,紫槿,zh-CN
01_character,플로라,紫槿,zh-CN
01_character,Teresa,特丽莎,zh-CN
01_character,テレサ,特丽莎,zh-CN
01_character,테레사,特丽莎,zh-CN
01_character,特麗莎,特丽莎,zh-CN
01_character,Donna,多娜,zh-CN
01_character,トーナ,多娜,zh-CN
01_character,토나,多娜,zh-CN
01_character,Minova,密涅瓦,zh-CN
01_character,ミネルバ,密涅瓦,zh-CN
01_character,미네르바,密涅瓦,zh-CN
01_character,Nazuka,夏花,zh-CN
01_character,ナツカ,夏花,zh-CN
01_character,나츠카,夏花,zh-CN
01_character,Fuyuka,冬香,zh-CN
01_character,フユカ,冬香,zh-CN
01_character,후유카,冬香,zh-CN
01_character,Mistique,雾语,zh-CN
01_character,ミスティ,雾语,zh-CN
01_character,미스티,雾语,zh-CN
01_character,霧語,雾语,zh-CN
01_character,Eleanor,埃莉诺,zh-CN
01_character,エレノア,埃莉诺,zh-CN
01_character,엘레노어,埃莉诺,zh-CN
01_character,埃莉諾,埃莉诺,zh-CN
01_character,Sparkla,斯帕克拉,zh-CN
01_character,スパクル,斯帕克拉,zh-CN
01_character,스파클,斯帕克拉,zh-CN
01_character,Chixia,赤霞,zh-CN
01_character,チーシア,赤霞,zh-CN
01_character,치시아,赤霞,zh-CN
01_character,Cosette,珂赛特,zh-CN
01_character,コゼット,珂赛特,zh-CN
01_character,코제트,珂赛特,zh-CN
01_character,珂賽特,珂赛特,zh-CN
01_character,Wraith,风影,zh-CN
01_character,レイス,风影,zh-CN
01_character,레이스,风影,zh-CN
01_character,風影,风影,zh-CN
01_character,Chitose,千都世,zh-CN
01_character,チトセ,千都世,zh-CN
01_character,치토세,千都世,zh-CN
01_character,Otoha,乙叶,zh-CN
01_character,オトハ,乙叶,zh-CN
01_character,오토하,乙叶,zh-CN
01_character,乙葉,乙叶,zh-CN
01_character,Caramel,焦糖,zh-CN
01_character,キャラメル,焦糖,zh-CN
01_character,캐러멜,焦糖,zh-CN
01_character,Gerie,格芮,zh-CN
01_character,グレイ,格芮,zh-CN
01_character,그레이,格芮,zh-CN
01_character,Laru,菈露,zh-CN
01_character,ラール,菈露,zh-CN
01_character,라루,菈露,zh-CN
01_character,Shia,希娅,zh-CN
01_character,シア,希娅,zh-CN
01_character,시아,希娅,zh-CN
01_character,希婭,希娅,zh-CN
01_character,Nazuna,小禾,zh-CN
01_character,ナズナ,小禾,zh-CN
01_character,나즈나,小禾,zh-CN
01_character,Karin,花铃,zh-CN
01_character,カリン,花铃,zh-CN
01_character,카린,花铃,zh-CN
01_character,花鈴,花铃,zh-CN
01_character,Snowish Laru,菈露（圣夜）,zh-CN
01_character,ラール（聖夜）,菈露（圣夜）,zh-CN
01_character,라루(이브),菈露（圣夜）,zh-CN
01_character,聖夜菈露,菈露（圣夜）,zh-CN
01_character,Springseek Coronis,科洛妮丝（新春）,zh-CN
01_character,クルニス（華服）,科洛妮丝（新春）,zh-CN
01_character,크루니스(새해),科洛妮丝（新春）,zh-CN
01_character,緋春柯洛妮絲,科洛妮丝（新春）,zh-CN
01_character,Suntide Willow,薇洛（盛夏）,zh-CN
01_character,ウィロー（水着）,薇洛（盛夏）,zh-CN
01_character,윌로(여름),薇洛（盛夏）,zh-CN
01_character,沐夏薇洛,薇洛（盛夏）,zh-CN
01_character,Name,姓名,zh-CN
01_character,氏名,姓名,zh-CN
01_character,이름,姓名,zh-CN
01_character,Birthday,生日,zh-CN
01_character,生年月日,生日,zh-CN
01_character,생일,生日,zh-CN
01_character,Affiliation,所属,zh-CN
01_character,소속,所属,zh-CN
01_character,所屬,所属,zh-CN
01_character,Skills,技能,zh-CN
01_character,特技,技能,zh-CN
01_character,스킬,技能,zh-CN
01_character,Address,地址,zh-CN
01_character,住所,地址,zh-CN
01_character,주소,地址,zh-CN
01_character,Experience,经验,zh-CN
01_character,巡遊者歴,经验,zh-CN
01_character,경력,经验,zh-CN
01_character,經驗,经验,zh-CN
01_character,Weapon,武器,zh-CN
01_character,무기,武器,zh-CN
01_character,Rate,薪资,zh-CN
01_character,希望報酬,薪资,zh-CN
01_character,급여,薪资,zh-CN
01_character,薪資,薪资,zh-CN
01_character,給与,薪资,zh-CN
01_character,依頼料,薪资,zh-CN
01_character,家事代行料金,薪资,zh-CN
01_character,出演料,薪资,zh-CN
01_character,配達料,薪资,zh-CN
01_character,Rate,收费标准,zh-CN
01_character,希望報酬,收费标准,zh-CN
01_character,급여,收费标准,zh-CN
01_character,收費標準,收费标准,zh-CN
01_character,販売価格,收费标准,zh-CN
01_character,名前,姓名,zh-CN
01_character,報酬,薪资,zh-CN
01_character,Si Bai,四白,zh-CN
01_character,*****,四白,zh-CN
01_character,Chen Yu,陈雨,zh-CN
01_character,*****,陈雨,zh-CN
01_character,陳雨,陈雨,zh-CN
01_character,Li Chanfei,李蝉妃,zh-CN
01_character,*****,李蝉妃,zh-CN
01_character,李蟬妃,李蝉妃,zh-CN
01_character,Zi Yin,子音,zh-CN
01_character,*****,子音,zh-CN
01_character,Chen Zhang,陈章,zh-CN
01_character,*****,陈章,zh-CN
01_character,陳章,陈章,zh-CN
01_character,*****,Kiyo,zh-CN
01_character,Chen Yang,陈阳,zh-CN
01_character,*****,陈阳,zh-CN
01_character,陳陽,陈阳,zh-CN
01_character,Raby,瑞比,zh-CN
01_character,*****,瑞比,zh-CN
01_character,Liu Wen,刘雯,zh-CN
01_character,*****,刘雯,zh-CN
01_character,劉雯,刘雯,zh-CN
01_character,Zhang Kaixuan,张楷轩,zh-CN
01_character,*****,张楷轩,zh-CN
01_character,張楷軒,张楷轩,zh-CN
01_character,Han Jiaojiao,韩娇娇,zh-CN
01_character,*****,韩娇娇,zh-CN
01_character,韓嬌嬌,韩娇娇,zh-CN
01_character,Zhou Yuhan,周语晗,zh-CN
01_character,*****,周语晗,zh-CN
01_character,周語晗,周语晗,zh-CN
01_character,Dou Nai,豆奶,zh-CN
01_character,*****,豆奶,zh-CN
01_character,Liang Shuang,梁爽,zh-CN
01_character,*****,梁爽,zh-CN
01_character,Jing Chen,静宸,zh-CN
01_character,*****,静宸,zh-CN
01_character,靜宸,静宸,zh-CN
01_character,Zhang Ye,张晔,zh-CN
01_character,*****,张晔,zh-CN
01_character,張曄,张晔,zh-CN
01_character,Mu Fei,沐霏,zh-CN
01_character,*****,沐霏,zh-CN
01_character,Jing Liu,井琉,zh-CN
01_character,*****,井琉,zh-CN
01_character,Su Wan,苏婉,zh-CN
01_character,*****,苏婉,zh-CN
01_character,蘇婉,苏婉,zh-CN
01_character,Yang Qingjiang,杨清江,zh-CN
01_character,*****,杨清江,zh-CN
01_character,楊清江,杨清江,zh-CN
01_character,Liu Fourteen,刘十四,zh-CN
01_character,*****,刘十四,zh-CN
01_character,Liu Shisi,刘十四,zh-CN
01_character,劉十四,刘十四,zh-CN
01_character,Liu Yilei,刘一蕾,zh-CN
01_character,*****,刘一蕾,zh-CN
01_character,劉一蕾,刘一蕾,zh-CN
01_character,Wu Zheru,吴哲茹,zh-CN
01_character,*****,吴哲茹,zh-CN
01_character,吳哲茹,吴哲茹,zh-CN
01_character,Shi Conghao,施丛昊,zh-CN
01_character,*****,施丛昊,zh-CN
01_character,施叢昊,施丛昊,zh-CN
01_character,Song Zhengnan,宋政楠,zh-CN
01_character,*****,宋政楠,zh-CN
01_character,Tang Xiafang,唐夏芳,zh-CN
01_character,*****,唐夏芳,zh-CN
01_character,Tang Meng,唐梦,zh-CN
01_character,*****,唐梦,zh-CN
01_character,唐夢,唐梦,zh-CN
01_character,Wang Meixin,王美心,zh-CN
01_character,*****,王美心,zh-CN
01_character,Zhang Mengjiao,张梦娇,zh-CN
01_character,*****,张梦娇,zh-CN
01_character,張夢嬌,张梦娇,zh-CN
01_character,Zhang Anqi,张安琪,zh-CN
01_character,*****,张安琪,zh-CN
01_character,張安琪,张安琪,zh-CN
01_character,Cai Shujin,蔡书瑾,zh-CN
01_character,*****,蔡书瑾,zh-CN
01_character,蔡書瑾,蔡书瑾,zh-CN
01_character,Song Yuanyuan,宋媛媛,zh-CN
01_character,*****,宋媛媛,zh-CN
01_character,*****,Vila,zh-CN
01_character,Xie Ying,谢莹,zh-CN
01_character,*****,谢莹,zh-CN
01_character,謝瑩,谢莹,zh-CN
01_character,Karin,花玲,zh-CN
01_character,カリン,花玲,zh-CN
01_character,카린,花玲,zh-CN
01_character,花鈴,花玲,zh-CN
01_character,*****,mace,zh-CN
01_character,Amber: Default,琥珀-基础形象,zh-CN
01_character,コハク・デフォルト,琥珀-基础形象,zh-CN
01_character,코하쿠-기본,琥珀-基础形象,zh-CN
01_character,琥珀-基礎形象,琥珀-基础形象,zh-CN
01_character,Amber: Awakened,琥珀-觉醒形象,zh-CN
01_character,コハク・覚醒,琥珀-觉醒形象,zh-CN
01_character,코하쿠-각성,琥珀-觉醒形象,zh-CN
01_character,琥珀-覺醒形象,琥珀-觉醒形象,zh-CN
01_character,Playful Innocence,玩心无邪,zh-CN
01_character,いたずらっこのお留守番,玩心无邪,zh-CN
01_character,어흥냥이,玩心无邪,zh-CN
01_character,玩心無邪,玩心无邪,zh-CN
01_character,Ease Into an Unhurried Summer,邀你静心，悠然一夏,zh-CN
01_character,カムカムサマータイム,邀你静心，悠然一夏,zh-CN
01_character,느긋한 여름의 초대장,邀你静心，悠然一夏,zh-CN
01_character,靜享沁涼，悠然一夏,邀你静心，悠然一夏,zh-CN
01_character,Tilia: Default,缇莉娅-基础形象,zh-CN
01_character,ティリア・デフォルト,缇莉娅-基础形象,zh-CN
01_character,틸리아-기본,缇莉娅-基础形象,zh-CN
01_character,緹莉婭-基礎形象,缇莉娅-基础形象,zh-CN
01_character,Tilia: Awakened,缇莉娅-觉醒形象,zh-CN
01_character,ティリア・覚醒,缇莉娅-觉醒形象,zh-CN
01_character,틸리아-각성,缇莉娅-觉醒形象,zh-CN
01_character,緹莉婭-覺醒形象,缇莉娅-觉醒形象,zh-CN
01_character,This Is My Justice!,此即吾之正义！,zh-CN
01_character,イッツ・マイ・ジャスティス！,此即吾之正义！,zh-CN
01_character,이것이 나의 정의!,此即吾之正义！,zh-CN
01_character,此即吾之正義！,此即吾之正义！,zh-CN
01_character,"Shining Bright, Spirits High",光彩闪亮，斗志昂扬,zh-CN
01_character,ブライトアップ、チアアップ,光彩闪亮，斗志昂扬,zh-CN
01_character,눈부시게 당당하게,光彩闪亮，斗志昂扬,zh-CN
01_character,盛夏流光，昂首逐浪,光彩闪亮，斗志昂扬,zh-CN
