source,target,tgt_lng
'Custodia' Individual Comm-Unit,'보호자' 병사 통신 유닛,ko-KR
'Meeboo' Control Terminal XP,미보 제어 단말 XP,ko-KR
'Out-Law' Special Ammunition Surplus,'무법' 특수탄약 배급 세트,ko-KR
'Vinyl Record' Box,'음반' 수집 상자,ko-KR
...Who Heals Not Herself,의불자치,ko-KR
A Bright Idea Occurs,임기응변,ko-KR
A Collection of Rosy Tales,장밋빛 이야기집,ko-KR
A Ferry that Withers,시들어버린 배,ko-KR
A Floral Garland to the Red Dragon,붉은 용에게 주는 화관,ko-KR
A Graduation Gift for Генерал Мороз,동장군의 졸업 선물,ko-KR
A Guardian's Path,수호의 길,ko-KR
A Hidey-Hole That Moves,이동식 보금자리,ko-KR
A Knightly House,기사 가문,ko-KR
A Long Journey,기나긴 여정,ko-KR
A Neural Stimulant Based on 'Coffee',커피 소재의 신경 활성제,ko-KR
A New Life,새로운 삶,ko-KR
A Pen Collection from the Convallis,협곡에서 온 필통,ko-KR
A Quaint First-Aid Kit,고풍스러운 구급상자,ko-KR
A Silent Pact,무언의 약속,ko-KR
A Suspicious Pamphlet,수상한 전단지,ko-KR
A Thousandth of A Heart,천분의 일의 마음,ko-KR
A Three-Sided Coin,삼면의 금화,ko-KR
A Warmy Gift,이별의 맛,ko-KR
A Weathered Snow Hat,눈에 침식된 삿갓,ko-KR
A Well-Made Shirt,웰메이드 셔츠,ko-KR
A Young Wheat,어린 보리,ko-KR
ASH證章,Ash의 배지,ko-KR
Aak's Badge,아의 배지,ko-KR
Absinthe's Badge,압생트의 배지,ko-KR
Aciddrop's Badge,애시드드롭의 배지,ko-KR
Acknowledged,확인 완료,ko-KR
Aegean's Kiss,에게의 키스,ko-KR
After Landing,착지 후,ko-KR
Akafuyu's Badge,아카후유의 배지,ko-KR
Akkord's Badge,아코르트의 배지,ko-KR
Alanna's Badge,알라나의 배지,ko-KR
"All Told, A Sleepless Night",잠들지 못하는 밤,ko-KR
All the Thunderlight,천지통명,ko-KR
All-You-Crabs-Eat,크랩 전용 뷔페,ko-KR
Alliance/Supportive Operator's Badge,맹약·서포터 오퍼레이터의 배지,ko-KR
Almond's Badge,아몬드의 배지,ko-KR
Always Have Your Back,고향의 소리,ko-KR
Amaranthine Nursery,시들지 않는 모밭,ko-KR
Ambriel's Badge,엠브리엘의 배지,ko-KR
Amiya's Badge,아미야의 배지,ko-KR
Amiya's Badge (Guard),아미야의 배지 (가드),ko-KR
Amiya's Badge (Medic),아미야의 배지 (메딕),ko-KR
Ammadikshu,자연의 포용,ko-KR
Amulet,호신 부적,ko-KR
An Exuvia of Her Past,과거의 허물,ko-KR
An Invalid Access Card,무효한 출입 카드,ko-KR
An Old Thing,오래된 물건,ko-KR
Ancestor Launcher,조상 발사기,ko-KR
Andreana's Badge,안드레아나의 배지,ko-KR
Angelina's Badge,안젤리나의 배지,ko-KR
Angelina's Specialized Badge,안젤리나의 특별 한정 배지,ko-KR
Anger to be Tuned,조율해야 할 분노,ko-KR
Another Story,이야기의 결말,ko-KR
Aosta's Badge,아오스타의 배지,ko-KR
"Application Forms, To Be Confirmed",확인 대기 신청서,ko-KR
April's Badge,에이프릴의 배지,ko-KR
Aqua Blue Dawn,에메랄드빛 여명,ko-KR
Archetto's Badge,아르케토의 배지,ko-KR
Archetto's Specialized Badge,아르케토의 특별 한정 배지,ko-KR
Arene's Badge,아렌의 배지,ko-KR
